Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,A0fit,fitR2,Expe
PPG2,0,0.0,0.2579496168,445.44074063905134,331.4622957709244,282.0,337.0,-0.00022464867896418355,339.00637621988795,10.0,0.016726094557964248,58.0,0.14831687105095387,365.0,701.4860222998216,10.0,0.026463136267567456,ExpDel,339.00637621988795,10.0,1864.4246213225913,0.2558083289418269,0.998,220114_S1
PPG2,1,30.0,0.2547166844,442.77363199990896,323.4298596789374,279.0,336.0,-0.00014968420313410594,,,,,,,,,,,,,,,,220114_S1
PPG2,2,60.0,0.2537099214,441.8442859263648,317.13078314997733,277.0,336.0,-7.895147950159054e-05,,,,,,,,,,,,,,,,220114_S1
PPG2,3,90.0,0.2542236528,440.0944713668457,313.5835108150752,279.0,336.0,-1.2223197039900165e-05,,,,,,,,,,,,,,,,220114_S1
PPG2,4,120.0,0.254127681,439.3556288100122,309.8771170180917,277.0,336.0,5.0833063798679047e-05,,,,,,,,,,,,,,,,220114_S1
PPG2,5,150.0,0.2549688456,440.3161117661997,308.30643560126884,281.0,336.0,0.0001106327640168553,,,,,,,,,,,,,,,,220114_S1
PPG2,6,180.0,0.2542029529999999,439.6420043999311,307.26355898648745,279.0,336.0,0.00017455890101779215,,,,,,,,,,,,,,,,220114_S1
PPG2,7,210.0,0.255444941,439.9033279826708,306.73873767570103,281.0,337.0,0.00023198607151547442,,,,,,,,,,,,,,,,220114_S1
PPG2,8,240.0,0.2576428833999999,440.3417652424628,304.6026827603671,281.0,339.0,0.00028049854122852327,,,,,,,,,,,,,,,,220114_S1
PPG2,9,270.0,0.2609529696,440.4159319291013,303.6689794353799,284.0,339.0,0.0003168149907487974,,,,,,,,,,,,,,,,220114_S1
PPG2,10,300.0,0.26298155,440.7648098895464,304.076668723378,284.0,340.9353308292736,0.0003430888389375512,,,,,,,,,,,,,,,,220114_S1
PPG2,11,330.0,0.2659811392,440.4722259823632,303.75062408825687,286.0,343.0,0.00036867539467961473,,,,,,,,,,,,,,,,220114_S1
PPG2,12,360.0,0.26768605,439.8539589677404,303.2544502253222,289.0,344.0,0.0003954973596843159,,,,,,,,,,,,,,,,220114_S1
PPG2,13,390.0,0.2713668508,439.2189288417308,302.35362363144054,291.0,345.0,0.0004131429312882202,,,,,,,,,,,,,,,,220114_S1
PPG2,14,420.0,0.275580201,438.443502201809,301.70836215581267,292.0,348.0,0.00042777543865702236,,,,,,,,,,,,,,,,220114_S1
PPG2,15,450.0,0.2789599137999999,437.5454822489768,301.0000419660892,297.0,349.0,0.00044181626522228314,,,,,,,,,,,,,,,,220114_S1
PPG2,16,480.0,0.2815323344,435.5178834001407,302.21532950105006,296.0,352.0,0.0004679268272153653,,,,,,,,,,,,,,,,220114_S1
PPG2,17,510.0,0.2862914065999999,433.868728074008,301.2419503147229,298.0,354.9301309395058,0.0004885806674235179,,,,,,,,,,,,,,,,220114_S1
