Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,A0fit,fitR2,Expe
PPG1,0,0.0,0.212578005,646.8395440140697,347.92067720913747,343.0,351.0,1.1106809972945965e-05,955.3054871250882,31.0,0.05506931287709736,0.0,0.4675155790438308,105.0,,2.0,-0.0003627827640407059,ExpDel,955.3054871250882,31.0,2668.330750305651,0.21653855359074925,0.983,211105_Deg_Bsa
PPG1,1,30.0,0.212578005,646.8395440140697,347.92067720913747,343.0,351.0,-1.3347839008012845e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,2,60.0,0.212578005,646.8395440140697,347.92067720913747,343.0,351.0,-2.4871263622100813e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,3,90.0,0.212578005,646.8395440140697,347.92067720913747,343.0,351.0,-2.5636798476212277e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,4,120.0,0.21247349625,660.0490014062173,389.04868636802087,349.0,326.0,-1.7814901851735776e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,5,150.0,0.21174553875,659.956598688602,397.98184726279067,344.0,327.0,-3.5863191497306178e-06,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,6,180.0,0.21232213875,650.2094440221356,425.5517766923474,362.0,319.0,1.2609589668279017e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,7,210.0,0.21146925125,647.4591114253835,420.37359029848665,363.0,320.0,3.5030503708087835e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,8,240.0,0.21286029875,646.176564577022,420.1111963355708,364.0,320.9708058607032,5.573089405691225e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,9,270.0,0.21283267,649.5723109190432,450.4664993544736,357.0,324.0,7.756149117291195e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,10,300.0,0.21324469875,645.106133947392,412.1958547905009,363.0,322.0,8.859359772061193e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,11,330.0,0.21395343625,645.0338599502115,403.8365090076316,364.0,323.0,8.918862084724194e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,12,360.0,0.21401109625,644.4438918358946,404.1188358421456,361.0,325.0,9.162715392067802e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,13,390.0,0.2153240625,645.0694339314337,405.09744513269857,361.0,325.0,8.354052770900744e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,14,420.0,0.21562797875,642.3922461248981,408.83931128708446,365.0,323.5911170056225,7.699023824327573e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,15,450.0,0.2164340175,641.6812169845238,410.7352694901389,365.0,327.0,7.292393805883048e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,16,480.0,0.21700461125,641.2081635937589,416.4092208487965,364.0,326.5890193359834,6.923399589715697e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,17,510.0,0.21701181875,641.6838821075862,417.6953963886357,363.0,326.87994454815805,7.837639097047466e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,18,540.0,0.21675955625,641.9198134281095,425.4251027682466,357.0,330.6236265504465,9.058127680173276e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,19,570.0,0.21703103875,639.6234162112199,422.2096883368923,366.0,328.0,9.861695692794826e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,20,600.0,0.219362665,638.2300128565355,420.6674015134312,365.0,329.0,8.175203263671469e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,21,630.0,0.22004617625,636.9075650201589,422.42204495107,366.0,330.0,7.17942685530661e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,22,660.0,0.21931942,636.4101341172699,422.195968957283,367.0,329.0,6.305557327051316e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,23,690.0,0.22087624,635.9073014359014,420.65639436972793,366.0,333.0,5.662949138810944e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,24,720.0,0.2208305925,635.3706523133355,420.5718306688788,368.0,332.0,5.000603177929225e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,25,750.0,0.2208450075,634.9226954011187,418.0641343378829,365.0,332.0,5.203751604445701e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
PPG1,26,780.0,0.2211381125,633.5041868660627,416.2602127825123,365.0,333.9968920984543,5.486623724198427e-05,,,,,,,,,,,,,,,,211105_Deg_Bsa
