Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,A0fit,fitR2,Expe
PPG1,0,0.0,0.1655682912,210.4658471775737,454.2420101754217,256.0,246.0,0.0007350664751250647,80.0000000001,0.0,7.364085884109854e-14,0.0,0.0861535326985409,155.0,,2.0,0.054216564089532605,ExpDel,80.0000000001,0.0,1800.2051223428948,0.17313460443626574,0.981,220614_Ct
PPG1,1,30.0,0.1697515326,210.50176984806268,453.58524506718,257.0,248.0,0.0006840548758148948,,,,,,,,,,,,,,,,220614_Ct
PPG1,2,60.0,0.17331378,208.84149777757463,456.084360153181,263.0,250.0,0.000667810382152579,,,,,,,,,,,,,,,,220614_Ct
PPG1,3,90.0,0.1768854364,211.3683940478631,447.05904106835294,266.0,250.0,0.0006774522366953208,,,,,,,,,,,,,,,,220614_Ct
PPG1,4,120.0,0.1795500651999999,212.85458764457647,444.33331595510936,269.0,250.81552144077892,0.0007046846989117003,,,,,,,,,,,,,,,,220614_Ct
PPG1,5,150.0,0.183898905,214.473571783367,442.9889719930997,273.0,253.0,0.0007417668200599465,,,,,,,,,,,,,,,,220614_Ct
PPG1,6,180.0,0.1882119906,215.1547246711324,441.6906763328941,276.0,257.0,0.0007800364335841688,,,,,,,,,,,,,,,,220614_Ct
PPG1,7,210.0,0.1927960553999999,215.50809595869268,440.1053765510108,281.0,263.0,0.0008227705235914064,,,,,,,,,,,,,,,,220614_Ct
PPG1,8,240.0,0.1967534808,216.89332222703587,438.9019362992924,285.0,262.9088479298231,0.0008525318823586893,,,,,,,,,,,,,,,,220614_Ct
PPG1,9,270.0,0.2022502186,218.4187585142768,436.994002443649,288.0,267.0,0.0008542862024394071,,,,,,,,,,,,,,,,220614_Ct
PPG1,10,300.0,0.207411996,218.3947224809754,433.9744513630526,291.0,276.7328001282699,0.0008111681463622693,,,,,,,,,,,,,,,,220614_Ct
PPG1,11,330.0,0.213875979,218.9054940872969,431.3157783092634,292.0,282.0,0.0007278255620881215,,,,,,,,,,,,,,,,220614_Ct
PPG1,12,360.0,0.2175285528,219.3567781939789,429.1032806119693,293.0,283.0,0.000637623134768423,,,,,,,,,,,,,,,,220614_Ct
PPG1,13,390.0,0.222833347,220.4125303604119,428.0538703691674,298.0,283.82644407133563,0.0005461384843640363,,,,,,,,,,,,,,,,220614_Ct
PPG1,14,420.0,0.2268735716,221.82245661368765,426.2881694903243,301.0,284.0,0.00047083358057473123,,,,,,,,,,,,,,,,220614_Ct
PPG1,15,450.0,0.2304659277999999,224.1351455896372,423.16943410526585,303.0,284.9066590333831,0.00041500691090860537,,,,,,,,,,,,,,,,220614_Ct
PPG1,16,480.0,0.2318452872,226.28884456956288,420.2313574523861,304.0,283.0,0.0004061983435843793,,,,,,,,,,,,,,,,220614_Ct
PPG1,17,510.0,0.2323044463999999,228.22168857005093,418.0496010871825,307.0,279.0,0.000435462311179033,,,,,,,,,,,,,,,,220614_Ct
PPG1,18,540.0,0.2357951854,231.8123848547138,420.1814932056658,315.0,272.0,0.00047266487093120213,,,,,,,,,,,,,,,,220614_Ct
PPG1,19,570.0,0.2394270594,233.74978700505116,421.9364597843825,321.0,264.9814172953233,0.0005022810654302903,,,,,,,,,,,,,,,,220614_Ct
