Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,TauFlux,A0,Aeq,A0-Aeq,Ecomp,EcompNG,1/Ecomp,L/H_Comp,H/L_Comp,Tdeb,tdebShift,GR_InOC,fitR2,fit_name,ChipRow,TauFluxRel,A0Rel,AeqRel,A0Rel-AeqRel,Erel,RevE,RevA,1/Erel,L/H_Rel,H/L_Rel,TdebRel,GrowthSlope,GR_AfterOC,E,1/E,fitR2rel,Expe
PPG2,0,0.0,0.6144886173999999,299.3137463320343,303.03179119223466,490.0,440.0,0.676529933320993,0.6142866375905336,0.604526546764478,0.009760090826055556,15.59349600728593,15.596912109231532,0.06411525518619278,1.5798586753663365e-09,632968008.8430192,1.3142806278899535,3.0,0.0005807425917215092,0.988,Osmotic choc fit,92.0,0.9710190009279998,0.604451951565047,0.6157458317059089,-0.011293880140861856,13.260041826764368,0.8503572143519789,1.1571490821285897,0.07541454341279508,1.2944227205427433e-09,772545154.0132935,16.690275692044963,0.0001663368074901783,0.39626806095286576,14.42847696799795,0.06930738443274216,0.998,220531_Ct2_Osmo
PPG2,1,0.5,0.6148894408,299.52593890862795,302.7670152982545,490.0,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,2,1.0,0.6134818543999999,298.95960795642713,303.8948572216848,488.0,439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,3,1.5,0.6118635064,298.8041836061314,304.1914891380385,488.0,439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,4,2.0,0.6083219588000001,298.50567395094697,304.4318920390008,486.0,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,5,2.5,0.6061710614,298.6256736672798,304.09601172424027,485.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,6,3.0,0.6052903789999999,299.0570576493558,304.0479004259949,484.0,435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,7,3.5,0.6042403345999999,298.4919027313813,303.96848545541405,485.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,8,4.0,0.604838747,298.302325606346,303.52455227008284,485.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,9,4.5,0.6049667094,298.5673768698861,303.31857930076933,485.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,10,5.0,0.6047220754,298.4473271447358,303.3939572855324,485.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,11,5.5,0.6047672385999999,298.2640877164679,303.3061802716652,485.0,435.8011988745395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,12,6.0,0.6047766476,298.487863957312,303.16586534558314,484.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,13,6.5,0.6044586233999999,298.488653950702,303.2837057678687,485.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,14,7.0,0.604678794,298.6011249711099,303.35690946104546,485.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,15,7.5,0.6048839101999999,298.19591918356,303.5020711630136,484.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,16,8.0,0.6048688558,298.5113917638869,303.3096283179308,484.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,17,8.5,0.604189526,298.5787377186515,303.4075754742669,484.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,18,9.0,0.6046468034,298.4584287590444,303.4964252135679,484.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,19,9.5,0.603944892,298.1645908727036,303.5305072529043,484.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,20,10.0,0.6045884676,298.48912913466137,303.21739465710766,485.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,21,10.5,0.6044303964,298.4498385709056,303.2778997409016,485.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,22,11.0,0.6042779706,298.6464579541165,303.3701077610557,484.0,436.96835764136137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,23,11.5,0.6039524192,298.38963700733063,303.3865022018507,485.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,24,12.0,0.6040973178,298.8043391838736,302.95290671868474,485.0,436.6190067401913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,25,12.5,0.604368297,298.68121152428125,303.22324932128083,485.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,26,13.0,0.6043268974,298.63554685334447,303.263939200034,484.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,27,13.5,0.6051134898,298.6009896134924,303.28990252343755,485.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,28,14.0,0.6044906139999999,298.72704130755403,303.2850075397294,485.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,29,14.5,0.6047277208,298.57790576896275,303.3449324962117,485.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,30,15.0,0.6046110492,298.47939973148266,303.353631424604,485.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,31,15.5,0.6045696496,298.4303293015288,303.2389558357159,485.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,32,16.0,0.6048632104,298.4335639262117,303.1668403771465,484.0,437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,33,16.5,0.6038508020000001,298.221575089917,303.5707867030038,484.0,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,34,17.0,0.6075447754,298.33491074674066,303.314889962954,485.0,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
PPG2,35,17.5,0.6110693868,298.90755464691404,302.9845288089175,488.0,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220531_Ct2_Osmo
