Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,AspectRatio,Solidity,Circularity,Convexity,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,G,A0fit,fitR2,Expe
PPG1,0,37.0,0.3936462147999999,413.5886316580521,247.2650142040326,376.0,384.73360584029655,1.023872679045093,3.6912176475000935,3.0723727135318617,0.9327258300617988,-8.244132907896008e-05,391.8291180011898,12.0,0.03522418194342771,0.0,0.28714315835376236,142.0,752.7322459803437,3.0,-0.0018421347259237977,ExpDel,391.8291180011898,12.0,2346.454863569128,0.6136917536140694,0.396501878667305,0.994,240202_Flux
PPG1,1,67.0,0.3923628272,409.7906933964284,254.0305184779872,375.0,385.0,1.0265957446808511,3.68606160176617,3.006188564554484,0.9232353220594004,-2.3421855132456655e-05,,,,,,,,,,,,,,,,,240202_Flux
PPG1,2,97.0,0.391800169,410.38075443774505,254.96978635499963,374.0,385.0,1.0293333333333334,3.685103169676448,2.999133364298881,0.9229476948577908,2.345239171411208e-05,,,,,,,,,,,,,,,,,240202_Flux
PPG1,3,127.0,0.392646979,410.4036079248309,255.728798073164,373.0,384.0,1.0294117647058822,3.687830291816551,3.0196008932555207,0.9259282678436972,6.005899225448621e-05,,,,,,,,,,,,,,,,,240202_Flux
PPG1,4,157.0,0.3930233389999999,410.67646081769885,256.3193673859492,372.0,384.0,1.032171581769437,3.685480621899644,3.042178795639714,0.9294586208811326,8.83661413363406e-05,,,,,,,,,,,,,,,,,240202_Flux
PPG1,5,187.0,0.3945908784,410.62664162248177,257.0655791214096,374.0,384.0,1.0266666666666666,3.684803600844181,3.034073077443562,0.9284941531459042,0.0001103972782537276,,,,,,,,,,,,,,,,,240202_Flux
PPG1,6,217.0,0.3956842042,410.44017458465805,257.30944468555015,374.0,386.0,1.032,3.68453638077856,3.034132304922736,0.9286282710639028,0.0001303013766952955,,,,,,,,,,,,,,,,,240202_Flux
PPG1,7,247.0,0.3970372183999999,410.304992674791,257.2937181712544,375.0,385.0,1.0265957446808511,3.686219921361823,3.041722940256589,0.9296471977838632,0.00014628646287016754,,,,,,,,,,,,,,,,,240202_Flux
PPG1,8,277.0,0.3988155194,410.8313864301307,257.6721291348023,375.0,386.0,1.0292553191489362,3.685501787232469,3.05323093831696,0.9310979923567854,0.00016150922174549878,,,,,,,,,,,,,,,,,240202_Flux
PPG1,9,307.0,0.4006992012,411.0368722444288,257.7703168097278,376.0,387.0,1.0291777188328912,3.6912090755838056,3.056263568512442,0.9310837012108034,0.00017744635714478946,,,,,,,,,,,,,,,,,240202_Flux
PPG1,10,337.0,0.4028858528,410.5829525620293,257.93577336715043,377.0,389.0,1.031746031746032,3.6873204695114974,3.046034152479442,0.9303716015505136,0.0001940504427526383,,,,,,,,,,,,,,,,,240202_Flux
PPG1,11,367.0,0.4050066414,410.6449928159136,258.10147659339475,379.0,390.0,1.0289473684210526,3.6845079570420713,3.03651070761079,0.929341559294692,0.00021268236899194036,,,,,,,,,,,,,,,,,240202_Flux
PPG1,12,397.0,0.4076938518,410.4155268224171,257.53871262738505,380.0,391.0,1.0288713910761156,3.6869679209962287,3.0323831460104,0.9285560582534508,0.0002315956816377153,,,,,,,,,,,,,,,,,240202_Flux
