Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,G,A0fit,fitR2,Expe
PPG3,0,0.0,0.3227776268,262.3039278646973,378.9009728976576,348.0,321.0,6.100275250785089e-05,198.4641522010453,6.0,0.02530316293210284,16.0,0.8564995494199594,105.0,1295.941157286519,2.0,0.005996797772372801,ExpDel,198.4641522010453,6.0,1973.115811273822,0.7298101772700062,0.3259852793178015,0.998,220801_Ct2
PPG3,1,30.0,0.3249059426,261.52784323648103,375.3694428492152,350.0,323.9508995204452,7.886559995943567e-05,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,2,60.0,0.3248720702,259.86406220751786,372.3388540824144,350.0,323.97093257258064,0.00011853661218645805,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,3,90.0,0.3260726585999999,258.7651255151071,372.22508525565377,351.0,325.8319340624438,0.00017312467829547996,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,4,120.0,0.327668425,257.491640830262,370.9491051542743,351.0,326.0,0.00023570208481218916,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,5,150.0,0.3292171464,255.99471378135655,370.07787316195424,353.0,324.0,0.0002994353171491989,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,6,180.0,0.332401152,256.0354856383296,370.6716499402635,356.0,324.806242455935,0.00035172042212312706,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,7,210.0,0.3366295566,256.3187885333176,369.407914768788,358.0,327.77775101413465,0.00038956729687331944,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,8,240.0,0.340521119,256.37386221065753,367.8850395472638,361.0,328.0,0.00041366265180019246,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,9,270.0,0.3451390562,256.0848514229504,367.8802629332344,365.0,330.0,0.00042724529479370294,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,10,300.0,0.350090072,255.1211299767802,368.4997198848521,369.0,331.0,0.0004291042243486979,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,11,330.0,0.3546082738,255.7523540672209,367.788524670685,372.0,333.0,0.00042797796224839616,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,12,360.0,0.3589458228,256.107475385621,366.4161289552161,374.0,334.0,0.00043220876271036395,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,13,390.0,0.3627734039999999,256.10218081322,365.1977975923836,377.0,335.0,0.0004430083986911983,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,14,420.0,0.3669453545999999,255.783439500548,364.2945519346822,379.0,335.0,0.0004623010719966369,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,15,450.0,0.3725079554,255.72282921537283,364.7052560162279,384.0,338.0,0.00048253807766374286,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,16,480.0,0.3785485333999999,255.7007687685706,365.7801670290749,387.0,339.8955347469759,0.0005023731066358135,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,17,510.0,0.3851630604,255.65677738189052,366.2801561507917,391.0,341.0,0.0005204072196911962,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,18,540.0,0.3910493308,255.67920690985545,364.8824868139093,395.0,344.0,0.000540659125736616,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,19,570.0,0.3962148718,254.99607531771,362.62545825503287,398.0,344.0,0.0005652351928523577,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,20,600.0,0.403410875,253.35663565627115,361.0683967156208,402.0,347.0,0.0005841094723417724,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,21,630.0,0.4094213442,252.4199147053249,359.1541544559216,406.0,347.5874229151555,0.0006018240155124545,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,22,660.0,0.4173625401999999,251.5450920861923,359.7142645748313,410.0,350.0,0.0006062836552700487,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,23,690.0,0.4255653064,250.46421241537848,358.8747166623907,415.0,353.0,0.0005834378652593441,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,24,720.0,0.433369131,249.3556602497866,358.33627382503346,419.0,354.8836898989137,0.0005391614276962336,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,25,750.0,0.4418692216,248.20166183331892,357.54261273884555,423.0,355.0,0.00048480879543608824,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,26,780.0,0.448084807,246.9648400626049,354.4077889695907,426.0,358.0,0.0004421563447194517,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,27,810.0,0.454294747,244.54558985196803,352.7498504335629,430.0,358.54066642239434,0.0004206660092253536,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,28,840.0,0.4598197118,243.01008183946095,352.6817837627332,433.0,362.0,0.00042688919994381624,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,29,870.0,0.4641572607999999,241.5261153465534,352.54810274053307,435.0,363.0,0.00045977384398218076,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,30,900.0,0.4690537044,239.78208213523155,352.98295043304734,437.0,364.0,0.0005059996891035138,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,31,930.0,0.4734891069999999,238.63254388463892,353.1604742939876,438.0,368.0,0.0005564719110493156,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,32,960.0,0.4822921673999999,238.8852196748257,356.45917716700114,440.0,371.0,0.0005893095441055161,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,33,990.0,0.4971960234,249.10858869581003,358.0013739897382,445.0,381.0,0.0005810864691809243,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,34,1020.0,0.5075647414,255.3666136088472,359.69251880851687,448.0,389.0,0.0005519185614783605,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,35,1050.0,0.5141905592,263.19304511622704,359.1248595015305,451.0,392.0,0.0005004058953358331,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,36,1080.0,0.5193730364,269.2323263218494,358.93218525911,455.0,399.0,0.0004323574131457138,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,37,1110.0,0.5244237876,274.9702276429935,355.9260379064116,459.0,401.0,0.0003532189633122546,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,38,1140.0,0.529999561,277.0053117825431,353.73128415146425,462.0,403.0,0.00027075730013599277,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,39,1170.0,0.536463544,281.0038020461937,350.6662021881781,466.0,406.0,0.0001944680210563621,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,40,1200.0,0.5425511670000001,284.2924481062934,348.5252450115377,467.0,410.0,0.00013418244233351907,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,41,1230.0,0.5466497274,290.85217499531825,346.61610424487657,469.0,414.0,0.00010079157431034129,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,42,1260.0,0.5456109737999999,303.7285504245051,333.68302485054176,460.0,411.0,0.00010319404953031055,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,43,1290.0,0.5439850986,308.16846637675144,325.9801522835362,454.0,408.0,0.00014268846487229365,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,44,1320.0,0.5398620747999999,315.47476162249177,316.7088623761141,444.0,408.0,0.0002252980577885062,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,45,1350.0,0.5478051526000001,318.8930913791204,319.3384802455297,447.0,407.0,0.00031010423575688397,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,46,1380.0,0.5561358811999999,323.1009923800242,321.8858512206584,452.0,410.717549137456,0.00038169615996558673,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,47,1410.0,0.5641147132,326.52838705257864,322.41447706009416,459.0,414.0,0.0004353457394028027,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,48,1440.0,0.5722233894,329.0864992379565,323.5125412575403,463.0,416.0,0.00046384496321623517,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,49,1470.0,0.5791954584,332.61293528965103,325.57307373919843,468.0,417.0,0.00047249489402087714,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,50,1500.0,0.5862616173999999,336.03647816357727,326.8503363178869,472.0,420.0,0.000470030944491282,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,51,1530.0,0.5944229839999999,339.0256121095876,331.3565860881149,477.0,420.7730063121984,0.0004655347652696242,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,52,1560.0,0.603380352,341.1550147991434,331.88209933079315,482.0,422.0,0.00046981460185960424,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,53,1590.0,0.6106854996,342.0680214402978,333.3075266376118,486.0,424.6624453478423,0.0004873805285584128,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,54,1620.0,0.620401233,343.0050278747861,335.08417968668925,492.0,426.0,0.0005144112492325978,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,55,1650.0,0.6302336379999999,343.8803923789798,336.9336270678128,498.0,427.0,0.00053739714329855,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,56,1680.0,0.6410069429999999,345.0477188191688,338.9654404267274,504.0,429.7650741060264,0.0005608677526107019,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,57,1710.0,0.6503180893999999,344.4906262052756,340.6493840622278,509.0,432.0,0.0005841438416108076,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,58,1740.0,0.6632328828,344.1893041963725,345.22958232679525,516.0,435.0,0.0006065811537136952,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,59,1770.0,0.6752048944,344.6803349068888,348.2310363087331,522.0,438.0,0.0006275726671202385,,,,,,,,,,,,,,,,,220801_Ct2
PPG3,60,1800.0,0.6875099846,344.94652753800017,350.69187409081275,529.0,440.0,,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,0,0.0,0.290088879,234.62357155656676,473.1576294976769,323.0,298.0,9.107373789168946e-05,880.2058426065053,28.0,0.02992112190099772,47.0,0.9491028428525179,105.0,,2.0,0.004978218975741306,ExpDel,880.2058426065053,28.0,1497.6030950683382,0.9615364743448866,0.3036177765508336,0.988,220801_Ct2
PPG4,1,30.0,0.2907606816,233.94583268908173,468.6521516187613,323.0,298.0,4.877893595095345e-05,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,2,60.0,0.2913515667999999,233.77632828666893,464.5358869939098,324.0,299.0,3.874065067661103e-05,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,3,90.0,0.2924317199999999,233.0724144245796,463.6786562571992,325.0,299.0,5.325859720619838e-05,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,4,120.0,0.2920685326,232.2658607130972,462.1401931243453,324.0,298.0,8.46138454347205e-05,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,5,150.0,0.2923395117999999,231.88654523418512,461.8460062285626,324.0,298.0,0.00012509027691733193,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,6,180.0,0.293918342,231.1072081969738,462.4327822341113,326.0,299.73409427248623,0.00015858890528832887,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,7,210.0,0.2951659754,231.75035871053527,461.3570737054015,328.0,300.0,0.00018700663160486786,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,8,240.0,0.2972905275999999,232.5511694916565,459.08254465748325,329.0,300.0,0.0002058989692412948,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,9,270.0,0.2984308984,231.1986652527458,458.0118995799174,330.0,301.0,0.00021714787149065088,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,10,300.0,0.3017485117999999,230.8361794825216,462.5056528251789,334.0,301.0,0.0002186842455872274,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,11,330.0,0.3045467483999999,231.15745121043437,469.47010362533086,337.0,303.0,0.00020630424579383974,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,12,360.0,0.3055892656,230.44337311681124,472.1374982143302,338.0,303.0,0.0002039375972775429,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,13,390.0,0.3066938822,230.36336018691225,473.9237307631941,339.0,305.0,0.00026873722198381107,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,14,420.0,0.3081221683999999,229.9797130505404,473.9586478364705,342.0,305.0,0.0003434807516979262,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,15,450.0,0.3104236098,230.28620256082897,474.12641809625353,344.0,304.0,0.00038313686297067773,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,16,480.0,0.3147272864,230.80423994525756,472.5528075772127,348.0,306.0,0.00035078844856289954,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,17,510.0,0.3176516036,230.96468801606943,472.8177908452013,350.0,306.0,0.0002538783261914476,,,,,,,,,,,,,,,,,220801_Ct2
PPG4,18,540.0,0.3209560444,231.9693445339482,471.0761763549096,352.0,308.0,0.0001003758116180522,,,,,,,,,,,,,,,,,220801_Ct2
