Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,A0fit,fitR2,Expe
PPG1,0,0.0,0.1507152438,805.0915929369853,181.3701399230548,218.0,238.0,3.3181183612431804e-05,317.31126659214766,10.0,0.06519449455913977,0.0,0.19625753762566792,255.0,826.3097324396686,7.0,0.0426554230307925,ExpDel,317.31126659214766,10.0,1347.8088343563381,0.15434689814777802,0.998,220722_Ct
PPG1,1,30.0,0.1517295339999999,750.771132142498,217.16239462172587,220.0,239.0,8.72209288473967e-05,,,,,,,,,,,,,,,,220722_Ct
PPG1,2,60.0,0.1517671699999999,705.246930699175,228.04690461239665,220.0,238.0,0.00013758499481607994,,,,,,,,,,,,,,,,220722_Ct
PPG1,3,90.0,0.1519685226,659.6722589840451,234.6877302319175,217.0,240.0,0.00018392087059254382,,,,,,,,,,,,,,,,220722_Ct
PPG1,4,120.0,0.1528849591999999,616.7555557947917,242.66350671714773,215.0,240.0,0.0002259409762772879,,,,,,,,,,,,,,,,220722_Ct
PPG1,5,150.0,0.1541344744,534.1942205271014,259.2568510882527,214.0,241.0,0.0002634192288827822,,,,,,,,,,,,,,,,220722_Ct
PPG1,6,180.0,0.1549925751999999,510.0946766072723,277.86353961985424,226.0,239.0,0.0002963471563059664,,,,,,,,,,,,,,,,220722_Ct
PPG1,7,210.0,0.157196163,513.4937625071867,278.8546098908841,231.0,240.0,0.0003205155596602063,,,,,,,,,,,,,,,,220722_Ct
PPG1,8,240.0,0.1582518527999999,510.4127247143067,282.4592817636539,231.0,240.0,0.0003418062072359756,,,,,,,,,,,,,,,,220722_Ct
PPG1,9,270.0,0.1600000449999999,508.7161502121055,284.62259172061334,233.0,242.0,0.000359225775376863,,,,,,,,,,,,,,,,220722_Ct
PPG1,10,300.0,0.1616880196,507.9422892621795,286.3480764868325,233.0,244.0,0.0003769092545181776,,,,,,,,,,,,,,,,220722_Ct
PPG1,11,330.0,0.1633289492,506.702350363996,290.87321122738894,236.0,244.0,0.0003972424614955725,,,,,,,,,,,,,,,,220722_Ct
PPG1,12,360.0,0.1654158653999999,504.5386500477084,295.6561265092414,238.0,247.0,0.0004299320224063587,,,,,,,,,,,,,,,,220722_Ct
PPG1,13,390.0,0.1678245693999999,506.820258909978,295.6095174393655,239.0,248.0,0.00047214063091647766,,,,,,,,,,,,,,,,220722_Ct
PPG1,14,420.0,0.1699999302,504.5184334924591,298.3724663855992,240.0,250.0,0.0005304576075524388,,,,,,,,,,,,,,,,220722_Ct
PPG1,15,450.0,0.1725779962,501.2880611544862,300.9707924581139,241.0,252.966340187158,0.0005971629336387784,,,,,,,,,,,,,,,,220722_Ct
PPG1,16,480.0,0.1754722046,496.8686172962288,305.74932960923,244.0,254.0,0.0006638045783171776,,,,,,,,,,,,,,,,220722_Ct
PPG1,17,510.0,0.1788613264,491.4307236241672,311.72228857696075,245.0,256.0,0.0007237398168670907,,,,,,,,,,,,,,,,220722_Ct
PPG1,18,540.0,0.182920369,480.6858220026463,317.5243041668187,245.0,259.0,0.0007740075577247362,,,,,,,,,,,,,,,,220722_Ct
PPG1,19,570.0,0.1875006702,459.1347485057438,326.47629657728817,235.0,267.0,0.0008101233597747942,,,,,,,,,,,,,,,,220722_Ct
PPG1,20,600.0,0.1923726503999999,451.9631224387144,327.5759694803476,236.0,272.0,0.0008301741247136703,,,,,,,,,,,,,,,,220722_Ct
PPG1,21,630.0,0.1974930282,451.7093819827117,324.76406106437486,238.0,276.0,0.0008348844713450508,,,,,,,,,,,,,,,,220722_Ct
PPG1,22,660.0,0.202180592,446.5613173093811,326.46955063878875,240.0,279.7894937982149,0.0008301416245493253,,,,,,,,,,,,,,,,220722_Ct
PPG1,23,690.0,0.2072670974,447.6483841130714,323.6046889175934,243.0,284.0,0.0008190080855771282,,,,,,,,,,,,,,,,220722_Ct
PPG1,24,720.0,0.2115143199999999,442.7918547247667,327.2429770921602,244.0,288.0,0.0008127078857306924,,,,,,,,,,,,,,,,220722_Ct
PPG1,25,750.0,0.2172895642,430.5103436000112,328.2709462957838,267.0,294.0,0.0008018508157024833,,,,,,,,,,,,,,,,220722_Ct
