Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,AreaNorm,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,G,A0fit,fitR2,Expe
PPG1,0,0.0,0.2705708494,311.756738150464,272.8747817857943,312.0,325.0,1.0,-2.7832662144956687e-05,419.8190289202804,13.0,0.02452000296384361,6.0,0.19649333934709307,112.0,,2.0,-0.00248189844536809,ExpDel,419.8190289202804,13.0,1821.193642068327,0.7906902191710894,0.27161733224241114,0.998,220301_M100
PPG1,1,30.0,0.27135556,309.025129634639,273.83454095200403,314.0,327.0,1.0029002037793064,-3.838379923675291e-05,,,,,,,,,,,,,,,,,220301_M100
PPG1,2,60.0,0.2704974591999999,308.60538016910704,273.4375082945517,313.0,326.0,0.9997287579199208,-3.606341387738118e-05,,,,,,,,,,,,,,,,,220301_M100
PPG1,3,90.0,0.270264116,307.6843574091412,273.83836613020884,312.0,326.0,0.9988663472037724,-2.31743910633922e-05,,,,,,,,,,,,,,,,,220301_M100
PPG1,4,120.0,0.2696939305999999,306.5410938609433,274.11319186026304,313.0,325.0,0.9967590048893123,-2.0559419206365187e-06,,,,,,,,,,,,,,,,,220301_M100
PPG1,5,150.0,0.2696845216,305.5854396664344,274.34317141852057,313.0,325.0,0.9967242302636612,2.4917106545163397e-05,,,,,,,,,,,,,,,,,220301_M100
PPG1,6,180.0,0.2699969003999999,304.67235661310826,274.3529750696699,313.0,325.0,0.9978787478352796,5.3950550370828586e-05,,,,,,,,,,,,,,,,,220301_M100
PPG1,7,210.0,0.2705482677999999,304.66003420626726,275.22921790811887,313.0,326.0,0.9999165408984372,8.331334950187973e-05,,,,,,,,,,,,,,,,,220301_M100
PPG1,8,240.0,0.271412014,304.1710772396998,275.6890474858706,314.0,326.0,1.0031088515332132,0.00011153305309508705,,,,,,,,,,,,,,,,,220301_M100
PPG1,9,270.0,0.272475231,304.15447079615063,275.6778326437993,314.0,327.0,1.0070383842317938,0.0001383773540521713,,,,,,,,,,,,,,,,,220301_M100
PPG1,10,300.0,0.273472585,304.1950772823104,275.9114134682218,315.0,327.0,1.0107244945508165,0.00016350136763479279,,,,,,,,,,,,,,,,,220301_M100
PPG1,11,330.0,0.2746807006,304.5566861788926,276.095728487804,315.0,328.0,1.0151895564844244,0.0001879439091564928,,,,,,,,,,,,,,,,,220301_M100
PPG1,12,360.0,0.2762915213999999,304.5481565926898,276.4171919230832,317.0,329.0,1.021142972395902,0.00021693588170602595,,,,,,,,,,,,,,,,,220301_M100
PPG1,13,390.0,0.2780660588,304.6421163289783,277.09453361282607,318.0,330.0,1.02770146679371,0.0002508847049701341,,,,,,,,,,,,,,,,,220301_M100
PPG1,14,420.0,0.2802414196,304.8739249631627,277.09515124095054,319.0,331.0,1.035741360244257,0.00029233744326972257,,,,,,,,,,,,,,,,,220301_M100
PPG1,15,450.0,0.2828100765999999,305.4722623981206,277.3699511887645,321.0,333.66386500705084,1.0452348330470222,0.00034133598399522044,,,,,,,,,,,,,,,,,220301_M100
PPG1,16,480.0,0.2853354522,305.7213601842575,277.8249706814291,322.0,335.0,1.0545683425717922,0.00039757456301596646,,,,,,,,,,,,,,,,,220301_M100
PPG1,17,510.0,0.2889259266,306.12546721864385,278.2168861984353,326.0,338.0,1.0678383397202729,0.0004559009770342693,,,,,,,,,,,,,,,,,220301_M100
PPG1,18,540.0,0.2926594178,306.9165379215999,278.7372185563734,328.0,341.0,1.0816369111786512,0.0005131782659498872,,,,,,,,,,,,,,,,,220301_M100
PPG1,19,570.0,0.2969555672,307.8347153596311,279.480516103038,332.0,343.0,1.0975150052509686,0.0005645518298608887,,,,,,,,,,,,,,,,,220301_M100
PPG1,20,600.0,0.3022998791999999,308.2069083625651,280.9652861673743,336.0,346.0,1.1172669926208243,0.0006039666036648055,,,,,,,,,,,,,,,,,220301_M100
PPG1,21,630.0,0.3080337238,308.7871893396359,281.71605370281804,340.0,349.0,1.1384586494926383,0.0006278496067377871,,,,,,,,,,,,,,,,,220301_M100
PPG1,22,660.0,0.3141307558,309.94176124901946,283.9289704142782,344.0,351.0,1.1609926069145866,0.0006364109944299161,,,,,,,,,,,,,,,,,220301_M100
PPG1,23,690.0,0.3203651591999999,311.9117357590811,285.3107544880708,349.0,355.0,1.1840342738710417,0.0006324698204584166,,,,,,,,,,,,,,,,,220301_M100
PPG1,24,720.0,0.3264941817999999,312.341399755755,286.67871364573625,354.0,358.0,1.206686465020204,0.0006201795629746662,,,,,,,,,,,,,,,,,220301_M100
PPG1,25,750.0,0.3323315254,312.6565573700071,287.69450847554344,359.0,362.0,1.228260642774181,0.0006062509125106606,,,,,,,,,,,,,,,,,220301_M100
PPG1,26,780.0,0.3385885104,312.3505855087303,289.15303079564035,362.0,364.0,1.2513857688321983,0.0005925015760412917,,,,,,,,,,,,,,,,,220301_M100
PPG1,27,810.0,0.344359991,311.6663253607072,289.2714433397164,365.0,368.0,1.272716524206617,0.0005814748219415098,,,,,,,,,,,,,,,,,220301_M100
PPG1,28,840.0,0.3504080961999999,310.8516669246748,289.5297031638303,368.0,371.0,1.2950696535751791,0.0005739128279574318,,,,,,,,,,,,,,,,,220301_M100
PPG1,29,870.0,0.3564524377999999,310.2225471774439,289.37932908254686,372.0,376.0,1.3174088730934812,0.0005697408772584688,,,,,,,,,,,,,,,,,220301_M100
PPG1,30,900.0,0.3625306518,309.12210845065835,289.5628629791194,375.0,379.6913295166921,1.3398732812641272,0.0005652739180962272,,,,,,,,,,,,,,,,,220301_M100
PPG1,31,930.0,0.3689965166,308.4564645411641,289.77940321126925,378.0,384.0,1.363770404011601,0.0005587202754987156,,,,,,,,,,,,,,,,,220301_M100
