Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,AreaNorm,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,G,A0fit,fitR2,Expe
PPG1,0,0.0,0.1701410651999999,205.99233480249,521.8260239547375,283.0,226.0,1.0,-3.386091340188463e-05,328.77329282897205,10.0,0.05499093660263968,8.0,0.5619700917621188,135.0,897.6905705251119,3.0,0.00167635332280516,ExpDel,328.77329282897205,10.0,1333.5564534400646,1.0798193029514063,0.1724794578758054,0.997,220727_Hyper
PPG1,1,30.0,0.1706961962,222.02494354899807,503.8514642789697,248.0,237.0,1.0032627690401932,-2.7111240689383145e-06,,,,,,,,,,,,,,,,,220727_Hyper
PPG1,2,60.0,0.1707168959999999,229.34695748927933,497.0616289243409,251.0,257.0,1.003384431614573,4.059478192210344e-05,,,,,,,,,,,,,,,,,220727_Hyper
PPG1,3,90.0,0.1697082512,236.3162977080963,498.5817950767768,251.0,257.0,0.9974561461720532,9.257797971056924e-05,,,,,,,,,,,,,,,,,220727_Hyper
PPG1,4,120.0,0.1715862875999999,244.99900670137416,492.7863889709603,252.0,256.7696163440478,1.008494259738536,0.00014970216006780185,,,,,,,,,,,,,,,,,220727_Hyper
PPG1,5,150.0,0.171319072,277.08615936780217,470.6638577259224,249.0,275.0,1.0069237065056298,0.00020842569769696944,,,,,,,,,,,,,,,,,220727_Hyper
PPG1,6,180.0,0.1727003132,295.8783640891696,450.1098594048516,229.0,284.0,1.0150419182869912,0.00025988350144171777,,,,,,,,,,,,,,,,,220727_Hyper
PPG1,7,210.0,0.1745802313999999,315.0619312757012,431.22239929176897,231.0,288.0,1.0260910920875086,0.0003067796770069752,,,,,,,,,,,,,,,,,220727_Hyper
PPG1,8,240.0,0.1755757035999999,353.96864165445083,412.7931347291928,236.0,288.0,1.0319419558917866,0.0003521786143766176,,,,,,,,,,,,,,,,,220727_Hyper
PPG1,9,270.0,0.1777190738,386.5355160326335,394.42358910189137,250.0,287.0,1.0445395624571416,0.00039091147481527745,,,,,,,,,,,,,,,,,220727_Hyper
PPG1,10,300.0,0.1794992566,387.567060696286,393.1865101583453,252.0,288.0,1.0550025438538282,0.00042442396215433797,,,,,,,,,,,,,,,,,220727_Hyper
PPG1,11,330.0,0.182506373,388.172041686645,392.5278284413588,255.0,290.0,1.0726767978410423,0.0004469434553129305,,,,,,,,,,,,,,,,,220727_Hyper
PPG1,12,360.0,0.184839805,382.1006575420303,394.8878121267625,255.0,292.0,1.0863914880438872,0.0004690855904463453,,,,,,,,,,,,,,,,,220727_Hyper
