Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,AreaNorm,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,G,A0fit,fitR2,Expe
PPG1,0,0.0,0.2477991875999999,378.33456806172376,284.6946642167285,292.0,317.0,1.0,6.198376330663823e-05,233.62303311530738,7.0,0.023003938297135717,8.0,0.6628014137295068,112.0,1786.8214408661706,2.0,0.005109285118929411,ExpDel,233.62303311530738,7.0,1596.7366831328175,0.9018393672616714,0.24988479975468655,0.999,220301_Ct
PPG1,1,30.0,0.24820942,376.6197445345467,285.1161169755833,291.0,318.0,1.0016555034097296,7.138010809767347e-05,,,,,,,,,,,,,,,,,220301_Ct
PPG1,2,60.0,0.2490543481999999,375.5096451879178,285.49486957407663,292.0,318.0,1.0050652329095853,8.567034390498042e-05,,,,,,,,,,,,,,,,,220301_Ct
PPG1,3,90.0,0.2493535543999999,374.4032152985144,285.349032685407,292.0,317.0,1.0062726872313603,0.00010765811140334039,,,,,,,,,,,,,,,,,220301_Ct
PPG1,4,120.0,0.2503866626,373.4341789061165,285.7473716592423,293.0,319.0,1.010441821965037,0.00014006931579962366,,,,,,,,,,,,,,,,,220301_Ct
PPG1,5,150.0,0.2517584948,371.8386476121124,285.8723861519361,293.0,319.0,1.0159778861195914,0.00018549536346426594,,,,,,,,,,,,,,,,,220301_Ct
PPG1,6,180.0,0.2530475278,372.7696903935834,285.6779029849141,294.0,320.859990616607,1.0211798119712645,0.00025436342848367797,,,,,,,,,,,,,,,,,220301_Ct
PPG1,7,210.0,0.2547976018,372.02726461812574,285.9085952406265,295.0,321.80436774262853,1.0282422806457985,0.00034218277036502233,,,,,,,,,,,,,,,,,220301_Ct
PPG1,8,240.0,0.2570783433999999,371.27555268595177,286.17559052218803,297.0,323.0,1.037446272079707,0.0004443615197571957,,,,,,,,,,,,,,,,,220301_Ct
PPG1,9,270.0,0.2597090998,370.5347726888968,285.2137788458075,297.0,325.0,1.048062757248523,0.0005499100830220891,,,,,,,,,,,,,,,,,220301_Ct
PPG1,10,300.0,0.2622213028,369.92732478335046,283.9785924132935,298.0,327.0,1.0582008171200317,0.0006480819028044795,,,,,,,,,,,,,,,,,220301_Ct
PPG1,11,330.0,0.2707590294,372.0242357064548,286.6903314480827,302.0,333.0,1.0926550325784847,0.0007050667774899182,,,,,,,,,,,,,,,,,220301_Ct
PPG1,12,360.0,0.27624824,372.4314913657652,286.0429747868966,305.0,334.0,1.1148068832490394,0.0007339354639833791,,,,,,,,,,,,,,,,,220301_Ct
PPG1,13,390.0,0.2838902297999999,378.1147458610496,289.4101350985443,310.0,338.0,1.145646329794505,0.0007261169952704306,,,,,,,,,,,,,,,,,220301_Ct
PPG1,14,420.0,0.2885853208,380.9162812502182,288.9001156665779,313.0,341.0,1.1645934903783357,0.0007017088676835984,,,,,,,,,,,,,,,,,220301_Ct
PPG1,15,450.0,0.2943078745999999,381.9580276356928,289.54177500847794,315.0,344.0,1.1876870035388285,0.000664726756896773,,,,,,,,,,,,,,,,,220301_Ct
PPG1,16,480.0,0.3006570677999999,382.3467619950662,293.352483902627,319.0,346.0,1.2133093361279446,0.0006212595919514705,,,,,,,,,,,,,,,,,220301_Ct
PPG1,17,510.0,0.3061236967999999,383.45865696041807,298.36291992626786,320.0,349.0,1.235370058170441,0.0005831770009405462,,,,,,,,,,,,,,,,,220301_Ct
PPG1,18,540.0,0.3114548362,383.4122655407074,302.6365347643952,322.0,353.0,1.2568840084445865,0.0005563726299733382,,,,,,,,,,,,,,,,,220301_Ct
PPG1,19,570.0,0.3173862698,381.9061828277985,305.11209888141286,324.0,358.0,1.2808204614146204,0.0005428523045488903,,,,,,,,,,,,,,,,,220301_Ct
PPG1,20,600.0,0.3226402553999999,381.3885260237819,308.51443032141003,325.0,362.0,1.3020230555428989,0.0005432753708186173,,,,,,,,,,,,,,,,,220301_Ct
PPG1,21,630.0,0.3267670428,382.85026790915134,312.76489019633453,326.0,366.0,1.3186768123205908,0.0005545149360426431,,,,,,,,,,,,,,,,,220301_Ct
PPG1,22,660.0,0.331902475,384.0367816084193,314.2723494882343,327.0,370.0,1.339400981151562,0.000579322043661284,,,,,,,,,,,,,,,,,220301_Ct
PPG1,23,690.0,0.338338231,385.2661759557237,314.9144025641399,332.0,374.0,1.365372640148236,0.0006043699909785209,,,,,,,,,,,,,,,,,220301_Ct
PPG1,24,720.0,0.3445255894,385.2219598996397,315.6711010833957,334.0,377.0,1.3903418842362665,0.0006324974069962967,,,,,,,,,,,,,,,,,220301_Ct
PPG1,25,750.0,0.3511739888,385.15393060486895,316.2203020114424,336.0,380.9384776310848,1.4171716711471578,0.0006557369660622569,,,,,,,,,,,,,,,,,220301_Ct
PPG1,26,780.0,0.3582834292,385.35057167503305,316.02289205804203,340.0,384.0,1.4458620008809102,0.000670450358882155,,,,,,,,,,,,,,,,,220301_Ct
PPG1,27,810.0,0.3655791678,384.9848825252186,316.05107972912947,344.0,389.0,1.4753041417961454,0.0006773229371828476,,,,,,,,,,,,,,,,,220301_Ct
PPG1,28,840.0,0.3733303019999999,384.9702906759719,315.5948901770661,346.0,395.0,1.5065840433772268,0.0006747839853844406,,,,,,,,,,,,,,,,,220301_Ct
PPG1,29,870.0,0.3807558848,387.5067300920264,315.7813548376606,350.0,398.0,1.5365501739037988,0.0006670509092972427,,,,,,,,,,,,,,,,,220301_Ct
PPG1,30,900.0,0.3888099888,385.37187249100646,315.34002921594987,354.0,403.0,1.569052717911332,0.0006552904330675543,,,,,,,,,,,,,,,,,220301_Ct
PPG1,31,930.0,0.3960680914,387.1369025743087,315.38009349493075,357.0,406.0,1.598342977779803,0.0006459925842607363,,,,,,,,,,,,,,,,,220301_Ct
PPG1,32,960.0,0.4037006722,387.563273928994,314.69576477383555,361.0,410.0,1.6291444540635776,0.0006351912904472296,,,,,,,,,,,,,,,,,220301_Ct
PPG1,33,990.0,0.4115458963999999,387.5327771494441,314.56326936630524,363.0,414.0,1.6608040582615695,0.0006229995582027339,,,,,,,,,,,,,,,,,220301_Ct
PPG1,34,1020.0,0.4195962367999999,387.4690904694767,314.1314470412499,367.0,418.0,1.6932914141644264,0.0006092562179249566,,,,,,,,,,,,,,,,,220301_Ct
PPG1,35,1050.0,0.427121555,387.7222238101441,313.9859765401503,370.0,423.0,1.7236600294649231,0.0005959933101059716,,,,,,,,,,,,,,,,,220301_Ct
PPG1,36,1080.0,0.4348971525999999,387.6533722215065,313.695720170198,374.0,426.0,1.7550386537264016,0.0005822059758885136,,,,,,,,,,,,,,,,,220301_Ct
PPG1,37,1110.0,0.4426351141999999,387.88322056553255,313.64406770893106,377.0,432.0,1.7862653969411155,0.0005672758098083494,,,,,,,,,,,,,,,,,220301_Ct
PPG1,38,1140.0,0.4503185036,388.40304198857217,313.4949797303758,379.0,435.9829774080696,1.817271912638022,0.0005516669638612568,,,,,,,,,,,,,,,,,220301_Ct
PPG1,39,1170.0,0.4574185349999999,388.2797042822424,313.3393796092031,383.0,439.92505965396174,1.8459242721100837,0.0005378593274918318,,,,,,,,,,,,,,,,,220301_Ct
PPG1,40,1200.0,0.4652073052,389.1148556601778,312.6434523580782,386.0,443.0,1.877356054737929,0.000524481071419186,,,,,,,,,,,,,,,,,220301_Ct
