Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,TauFlux,A0,Aeq,A0-Aeq,Ecomp,EcompNG,1/Ecomp,L/H_Comp,H/L_Comp,Tdeb,tdebShift,GR_InOC,fitR2,fit_name,ChipRow,TauFluxRel,A0Rel,AeqRel,A0Rel-AeqRel,Erel,RevE,RevA,1/Erel,L/H_Rel,H/L_Rel,TdebRel,GrowthSlope,GR_AfterOC,E,1/E,fitR2rel,Expe
PPG1,0,0.0,0.7618072121999999,313.43778628416896,402.7275017352739,627.0,425.0,0.5780611273629508,0.7620494938980944,0.7436370541737675,0.018412439724326934,10.254113615381334,11.669185689316716,0.08569578260422339,2.811751004561723e-09,355650268.596907,2.047027447192625,4.0,0.3043097688305899,0.997,Osmotic choc fit,89.0,0.6157152411125638,0.7454888071021996,0.7657655488428501,-0.020276741740650528,9.108969371972455,0.8883234293707118,1.1012523079090075,0.10978190387563683,2.971663320565389e-09,336511876.3890587,16.488659559561835,0.0003143079329891058,0.6071230301413025,10.389077530644585,0.09625493669195435,0.997,220928_Ct_Osmo
PPG1,1,0.5,0.7620462008,312.714699115502,401.9679785402709,627.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,2,1.0,0.762213681,313.0912023174336,402.36190718652335,626.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,3,1.5,0.7621308818,312.7809552781242,402.5571611137517,626.0,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,4,2.0,0.7565325267999999,312.40554159042813,401.3639717745469,623.0,423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,5,2.5,0.7491728069999999,312.8678009209385,402.9630407278547,621.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,6,3.0,0.7462748349999999,312.0908539746102,403.4684645396413,621.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,7,3.5,0.7441785098,312.8097221842708,403.7821142612344,620.0,415.6300483887884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,8,4.0,0.7449274662,312.1299314087409,404.1868037456425,619.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,9,4.5,0.744778804,311.8506326324225,404.54777352756776,619.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,10,5.0,0.7441333466,311.49671246673574,404.38876868423387,619.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,11,5.5,0.7442594271999999,311.8046976892542,404.55768402609135,621.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,12,6.0,0.7437645138,312.58309104989496,404.6861366596575,620.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,13,6.5,0.7447167046,311.64752473832334,404.5736616454445,619.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,14,7.0,0.7441484009999999,312.4661609965309,404.697462959407,620.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,15,7.5,0.7451664548,311.68359571530425,404.4523533439743,620.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,16,8.0,0.7445849786,312.2074839077751,405.3146475860256,620.0,418.5319503857223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,17,8.5,0.744487125,312.26843686391953,404.8589483338364,620.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,18,9.0,0.7448973574,311.5988322093407,404.750163129844,619.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,19,9.5,0.7444570161999999,312.15167921409983,404.659084210136,620.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,20,10.0,0.7446696596,312.3933549028569,404.9336625933886,620.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,21,10.5,0.7454261431999999,311.4640436428568,404.63077827119895,619.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,22,11.0,0.7450855373999999,311.9194232369158,404.6716768997237,620.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,23,11.5,0.7448183218,311.95350037666617,404.9366949050889,620.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,24,12.0,0.7452134998,311.8738253897096,404.7342642474258,620.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,25,12.5,0.7452022089999999,312.52371566378406,405.0577271803572,620.0,419.9823605128607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,26,13.0,0.7460151466,312.2319439826946,405.441873805432,620.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,27,13.5,0.7456237322,311.52251626383594,404.7056318205181,620.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,28,14.0,0.7451514003999999,312.54431177944303,404.8072236999445,620.0,419.8142727161926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
PPG1,29,14.5,0.745145755,312.3856744703358,404.80769296220217,619.0,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220928_Ct_Osmo
