Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,AspectRatio,Solidity,Circularity,Convexity,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,G,A0fit,fitR2,Expe
PPG1,0,37.0,0.276445829,352.99118895192044,371.9172233278722,342.0,298.0,0.8717201166180758,3.6795174961068,3.061902996275677,0.9259060505204094,-3.959632976829093e-05,160.0850774397827,4.0,0.005354900337456,0.0,0.034346923705641304,202.0,788.8415656324248,5.0,0.012147037850154278,ExpDel,160.0850774397827,4.0,4146.332417401079,0.347294875335295,0.27695196735177957,1.0,240202_noFlux
PPG1,1,67.0,0.276728099,352.4736181596988,372.004639123856,342.0,298.0,0.8717201166180758,3.677303217147489,3.032731351900206,0.9219473694039826,1.7620796566774202e-05,,,,,,,,,,,,,,,,,240202_noFlux
PPG1,2,97.0,0.2764590016,350.7741432185852,370.957995282139,342.0,298.0,0.8717201166180758,3.679913234344738,3.070196097007829,0.9272451902064124,6.907960058982643e-05,,,,,,,,,,,,,,,,,240202_noFlux
PPG1,3,127.0,0.277574909,350.18255865034314,371.489030023439,343.0,298.0,0.8691860465116279,3.6841254919137016,3.071609182306009,0.9273887688142236,0.00011434914172539723,,,,,,,,,,,,,,,,,240202_noFlux
PPG1,4,157.0,0.2775128095999999,348.75395212929527,370.6745669025886,342.0,298.0,0.8717201166180758,3.68005317066702,3.0541104220325623,0.9246822733005132,0.00015309202335719155,,,,,,,,,,,,,,,,,240202_noFlux
PPG1,5,187.0,0.2792948742,347.3619981702181,369.9333125851623,344.0,299.0,0.8695652173913043,3.680331989695408,3.065602792664509,0.9264799056675432,0.00018505473160318578,,,,,,,,,,,,,,,,,240202_noFlux
PPG1,6,217.0,0.2806478884,346.0900405778213,369.9823231201773,344.0,299.0,0.8695652173913043,3.6787223458011913,3.0409417021591816,0.9228982681206072,0.00020950930663172042,,,,,,,,,,,,,,,,,240202_noFlux
PPG1,7,247.0,0.2828778214,344.806764136186,369.3339303719711,345.0,301.0,0.8728323699421965,3.680956439250999,3.0609645881898544,0.9254584707170888,0.00022424606677217998,,,,,,,,,,,,,,,,,240202_noFlux
PPG1,8,277.0,0.2848499477999999,343.53936066359336,368.77616854168,346.0,302.0,0.8731988472622478,3.677974728687175,3.0529324449298567,0.9243544442976032,0.00023421483710578189,,,,,,,,,,,,,,,,,240202_noFlux
PPG1,9,307.0,0.2867035208,342.296986434063,368.21196334989065,348.0,303.0,0.8710601719197708,3.682413650579584,3.0620460406819507,0.9254455062701024,0.00024015401870154028,,,,,,,,,,,,,,,,,240202_noFlux
