Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,G,A0fit,fitR2,Expe
PPG1,0,0.0,0.2673021627999999,326.92104957604147,259.86253442421696,286.0,331.0,7.419394999301177e-05,241.05725594803548,6.0,0.0133724356660331,94.0,0.1774244480290624,130.0,,2.0,0.004606048699747105,ExpDel,241.05725594803548,6.0,2592.8915345184114,0.5553645344703774,0.26849918891040614,0.999,221025_100mM
PPG1,1,30.0,0.2673021627999999,326.92104957604147,259.86253442421696,286.0,331.0,5.4766479608113556e-05,,,,,,,,,,,,,,,,,221025_100mM
PPG1,2,60.0,0.2673360352,574.7804336399821,326.17863547778086,296.0,326.0,4.809730492770561e-05,,,,,,,,,,,,,,,,,221025_100mM
PPG1,3,90.0,0.2688038392,717.9567740771536,371.5222213776783,306.0,314.0,5.423424713448706e-05,,,,,,,,,,,,,,,,,221025_100mM
PPG1,4,120.0,0.2692159534,800.4948372775705,406.7625087419791,308.0,309.0,7.32199342760474e-05,,,,,,,,,,,,,,,,,221025_100mM
PPG1,5,150.0,0.2695697318,901.099337614118,430.22032156697503,303.0,321.0,0.00010504702029184123,,,,,,,,,,,,,,,,,221025_100mM
PPG1,6,180.0,0.2700326546,910.0889395238175,438.2188629057555,297.0,329.0,0.00015754353841809332,,,,,,,,,,,,,,,,,221025_100mM
PPG1,7,210.0,0.2712671154,999.1974663677148,465.0202929872172,294.0,332.0,0.00022387280295066073,,,,,,,,,,,,,,,,,221025_100mM
PPG1,8,240.0,0.2729099268,1096.0684611492034,490.5545744377152,296.0,332.0,0.00029369645945598636,,,,,,,,,,,,,,,,,221025_100mM
PPG1,9,270.0,0.2754654111999999,1123.9414270180373,499.05871843788657,295.0,337.0,0.00035486316039229593,,,,,,,,,,,,,,,,,221025_100mM
PPG1,10,300.0,0.278402901,1136.585845869966,510.81767297731255,290.0,338.8820948852309,0.00040136739293805424,,,,,,,,,,,,,,,,,221025_100mM
PPG1,11,330.0,0.2815981974,1187.5879862809725,533.106174064287,281.0,341.0,0.0004348562598352985,,,,,,,,,,,,,,,,,221025_100mM
PPG1,12,360.0,0.2858341291999999,1252.610654714295,553.6858218668889,301.0,329.0,0.0004490426251633592,,,,,,,,,,,,,,,,,221025_100mM
PPG1,13,390.0,0.290277059,1287.5549311576406,565.1168067273206,293.0,339.6570345494695,0.0004443590029283656,,,,,,,,,,,,,,,,,221025_100mM
PPG1,14,420.0,0.294115931,1316.0427109836423,578.8006973077868,328.0,322.0,0.0004325234116421129,,,,,,,,,,,,,,,,,221025_100mM
PPG1,15,450.0,0.2994677702,1360.5235737597336,585.8345276842047,353.0,301.0,0.0004114517768442796,,,,,,,,,,,,,,,,,221025_100mM
PPG1,16,480.0,0.3001790906,1434.5218456608118,605.5114366387054,350.0,295.0,0.0004084253410077929,,,,,,,,,,,,,,,,,221025_100mM
PPG1,17,510.0,0.3035832668,1440.1355038272222,602.1557560021844,352.0,293.0,0.00041086253643648335,,,,,,,,,,,,,,,,,221025_100mM
PPG1,18,540.0,0.3079640971999999,1440.4704628160043,601.4971753592375,355.0,294.0,0.000411071724341369,,,,,,,,,,,,,,,,,221025_100mM
PPG1,19,570.0,0.312858659,1438.6934525910342,598.4686914228139,358.0,295.0,0.00040699677012100957,,,,,,,,,,,,,,,,,221025_100mM
PPG1,20,600.0,0.3169816828,1438.0512181731117,598.1519953317145,360.0,297.0,0.00039811154405900833,,,,,,,,,,,,,,,,,221025_100mM
PPG1,21,630.0,0.3202691874,1443.8720597695549,589.2899795973242,365.0,295.0,0.0003893176785364283,,,,,,,,,,,,,,,,,221025_100mM
PPG1,22,660.0,0.3238690708,1446.28473427003,585.2484023578434,368.0,297.0,0.0003748012462547489,,,,,,,,,,,,,,,,,221025_100mM
PPG1,23,690.0,0.3274125002,1445.1260777855002,583.0127008909134,371.0,299.0,0.0003612725090291877,,,,,,,,,,,,,,,,,221025_100mM
PPG1,24,720.0,0.3310707194,1443.9723318496035,583.0084883780751,373.0,300.0,0.000353453168431419,,,,,,,,,,,,,,,,,221025_100mM
PPG1,25,750.0,0.3349434637999999,1443.6017679709028,582.8808574627312,374.0,302.0,0.00035091578381492213,,,,,,,,,,,,,,,,,221025_100mM
PPG1,26,780.0,0.3381444056,1443.1484129798127,582.233419570474,376.0,303.74870302782915,0.00036312200061352465,,,,,,,,,,,,,,,,,221025_100mM
PPG1,27,810.0,0.3417122983999999,1442.775036442553,582.304820708239,378.0,305.0,0.00037762342847328604,,,,,,,,,,,,,,,,,221025_100mM
PPG1,28,840.0,0.3456000971999999,1436.656432635959,583.706955323248,380.0,306.0,0.0003879175858685086,,,,,,,,,,,,,,,,,221025_100mM
PPG1,29,870.0,0.3487031853999999,1443.8315938939254,581.4387743696318,383.0,307.0,0.00039443983843205654,,,,,,,,,,,,,,,,,221025_100mM
PPG1,30,900.0,0.3537294732,1449.2116815028724,582.2445409091977,383.0,314.0,0.0003899508083914865,,,,,,,,,,,,,,,,,221025_100mM
PPG1,31,930.0,0.3579804594,1457.4598402299916,579.784843406537,386.0,316.0,0.00037694786631219156,,,,,,,,,,,,,,,,,221025_100mM
PPG1,32,960.0,0.363535533,1458.745355347911,573.8950773351664,388.0,323.0,0.00035014610595795044,,,,,,,,,,,,,,,,,221025_100mM
PPG1,33,990.0,0.3666103941999999,1464.914519692554,576.2641367998647,393.0,328.0,0.0003221473857494925,,,,,,,,,,,,,,,,,221025_100mM
PPG1,34,1020.0,0.3694763755999999,1471.656133764994,576.5615628477457,396.0,335.92045159845634,0.00029517690456484845,,,,,,,,,,,,,,,,,221025_100mM
PPG1,35,1050.0,0.3726829627999999,1472.1759939726742,579.6322776967387,398.0,340.0,0.00027086228102739696,,,,,,,,,,,,,,,,,221025_100mM
PPG1,36,1080.0,0.3757070153999999,1470.3407180303598,579.5120856877543,400.0,340.0,0.0002514467991165684,,,,,,,,,,,,,,,,,221025_100mM
PPG1,37,1110.0,0.3784168074,1470.2618301320715,580.1845439804509,400.0,341.0,0.00023702963349089644,,,,,,,,,,,,,,,,,221025_100mM
PPG1,38,1140.0,0.3816685578,1470.123904154602,580.1924340638038,403.0,342.0,0.0002245914075708908,,,,,,,,,,,,,,,,,221025_100mM
PPG1,39,1170.0,0.3842221604,1469.4919340847412,578.9881623651505,404.0,344.0,0.00021525741695270625,,,,,,,,,,,,,,,,,221025_100mM
