Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,AreaNorm,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,G,A0fit,fitR2,Expe
PPG1,0,0.0,0.3300093842,321.3077635309969,290.6752364284595,354.0,339.0,1.0,-9.97376455110726e-05,306.3405932279973,9.0,0.034552871890110685,12.0,0.17333049283674892,300.0,713.9524913788058,8.0,0.03232660153697073,ExpDel,306.3405932279973,9.0,1605.2978358452153,0.8970298021001297,0.3320032317636679,0.991,220531_Ct1
PPG1,1,30.0,0.3295445796,316.9800491539602,289.3103112704116,354.0,338.0,0.9985915412644196,-4.2128428208824296e-05,,,,,,,,,,,,,,,,,220531_Ct1
PPG1,2,60.0,0.3292002101999999,314.3769538472867,288.53032670053875,355.0,338.0,0.9975480273024308,2.1533207946163796e-05,,,,,,,,,,,,,,,,,220531_Ct1
PPG1,3,90.0,0.3290835385999999,312.40754841713954,287.9242541036391,354.0,338.0,0.9971944870530138,8.753709063529503e-05,,,,,,,,,,,,,,,,,220531_Ct1
PPG1,4,120.0,0.3296763055999999,311.00422637606255,287.84978531779643,355.0,339.0,0.9989906996105354,0.00015221188368144637,,,,,,,,,,,,,,,,,220531_Ct1
PPG1,5,150.0,0.3313322895999999,309.59146392746004,287.8207831804337,356.0,339.0,1.004008690247421,0.00021199298984843988,,,,,,,,,,,,,,,,,220531_Ct1
PPG1,6,180.0,0.3335603408,308.7756813863269,287.05046447519567,359.0,340.0,1.0107601685588674,0.00026215228799677593,,,,,,,,,,,,,,,,,220531_Ct1
PPG1,7,210.0,0.3361252342,308.0895920801065,286.6167764012807,360.0,341.0,1.0185323517839528,0.0002983129116119892,,,,,,,,,,,,,,,,,220531_Ct1
PPG1,8,240.0,0.339316767,307.65754512143,286.26707809976904,362.0,343.0,1.0282033882841324,0.0003161443322640539,,,,,,,,,,,,,,,,,220531_Ct1
PPG1,9,270.0,0.3424894818,306.7431162177794,285.8499062958619,363.0,344.0,1.0378174021634383,0.00031647927477899344,,,,,,,,,,,,,,,,,220531_Ct1
PPG1,10,300.0,0.3463151812,305.73318778411283,286.1318480805962,364.0,347.0,1.0494101009870616,0.0003063530781515716,,,,,,,,,,,,,,,,,220531_Ct1
