Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,A0fit,fitR2,Expe
PPG2,0,0.0,0.30240526,249.58881303102837,294.0800014692154,363.0,287.0,-0.0004478889247905068,360.1471407003384,11.0,0.005665740548452264,84.0,0.5359325135726796,150.0,431.2915706717427,3.0,-0.025877413469060816,ExpDel,360.1471407003384,11.0,2750.0360347289106,0.2962341030990813,0.993,220112_S1
PPG2,1,30.0,0.2941516852,249.5030302313641,294.0327899717022,356.0,281.0,-0.0002660529027735588,,,,,,,,,,,,,,,,220112_S1
PPG2,2,60.0,0.2933876743999999,249.5907864006365,293.0400747107153,355.0,281.0,-0.00012532981640230227,,,,,,,,,,,,,,,,220112_S1
PPG2,3,90.0,0.2938637698,249.75226181705492,291.69560664710554,356.0,285.0,-2.0607635272689225e-05,,,,,,,,,,,,,,,,220112_S1
PPG2,4,120.0,0.2935796179999999,249.7510236705662,291.05867845472267,355.0,285.0,5.4310496533666634e-05,,,,,,,,,,,,,,,,220112_S1
PPG2,5,150.0,0.2950587127999999,249.28828007979945,289.396723635619,356.0,285.0,0.00010632611359512105,,,,,,,,,,,,,,,,220112_S1
PPG2,6,180.0,0.2942326026,250.3261209507523,289.81605851925514,356.0,282.0,0.00015091605482605287,,,,,,,,,,,,,,,,220112_S1
PPG2,7,210.0,0.2959431588,250.19859265135256,289.59755136528054,357.0,285.0,0.00018381727402438526,,,,,,,,,,,,,,,,220112_S1
PPG2,8,240.0,0.296421136,250.3122359283536,290.66343985947583,358.0,285.0,0.00021338053198065708,,,,,,,,,,,,,,,,220112_S1
PPG2,9,270.0,0.298556979,250.6035434355926,290.84268025491417,360.0,285.69114139224007,0.0002358501565602528,,,,,,,,,,,,,,,,220112_S1
PPG2,10,300.0,0.3006269589999999,250.67819318737696,291.6574163012625,361.0,284.0,0.00025800160490107996,,,,,,,,,,,,,,,,220112_S1
PPG2,11,330.0,0.3046126114,250.8977150005128,292.7687050724111,364.0,289.75192866034325,0.0002728693602446646,,,,,,,,,,,,,,,,220112_S1
PPG2,12,360.0,0.3064040849999999,250.92026516978464,293.068547276185,365.0,287.0,0.00027787300351478144,,,,,,,,,,,,,,,,220112_S1
PPG2,13,390.0,0.308586973,251.05769706056972,294.58908354276605,368.0,290.0,0.0002771664489764672,,,,,,,,,,,,,,,,220112_S1
PPG2,14,420.0,0.3117032338,250.70681626365305,294.12778694111995,370.0,291.95876206904705,0.0002704894074976137,,,,,,,,,,,,,,,,220112_S1
PPG2,15,450.0,0.313103293,250.99595795687972,295.16205077108475,371.0,291.0,0.00026859291185495445,,,,,,,,,,,,,,,,220112_S1
PPG2,16,480.0,0.3163719795999999,250.69092962893535,295.5192425319826,373.0,292.0,0.00026590404357141814,,,,,,,,,,,,,,,,220112_S1
PPG2,17,510.0,0.3187223477999999,250.6824605315602,296.273639860383,375.0,294.0,0.00026488845463270417,,,,,,,,,,,,,,,,220112_S1
