Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,G,A0fit,fitR2,Expe
PPG1,0,0.0,0.224329378,250.1719457885302,216.93880367012628,295.0,280.0,4.086824440589692e-05,98.35793938982027,1.0,0.0025787239515733936,79.0,0.5309989094735738,250.0,718.6309703918972,6.0,0.0422493512499427,ExpDel,98.35793938982027,1.0,2853.779408375196,0.5045940116373138,0.22462485065649482,0.99,221025_Ct
PPG1,1,30.0,0.2249729535999999,242.73849147082944,219.6610094775652,289.0,270.0,0.00011584903436871493,,,,,,,,,,,,,,,,,221025_Ct
PPG1,2,60.0,0.2257482552,241.6047652947941,220.8372713884933,289.0,270.0,0.00018159268498961462,,,,,,,,,,,,,,,,,221025_Ct
PPG1,3,90.0,0.2266007106,241.38681171599333,220.6065733664245,290.0,270.0,0.00023893398935469738,,,,,,,,,,,,,,,,,221025_Ct
PPG1,4,120.0,0.2279913608,240.48394068075945,221.56164100709745,292.0,271.0,0.00028881589528254373,,,,,,,,,,,,,,,,,221025_Ct
PPG1,5,150.0,0.2305600178,240.09112877906367,221.13926741214584,294.0,272.0,0.00033225737492786455,,,,,,,,,,,,,,,,,221025_Ct
PPG1,6,180.0,0.2328783953999999,238.69149925240785,220.54703776801557,295.0,271.0,0.00037257201532557127,,,,,,,,,,,,,,,,,221025_Ct
PPG1,7,210.0,0.2352137091999999,239.5837631091533,219.76986934307573,298.0,273.0,0.00040815238633156635,,,,,,,,,,,,,,,,,221025_Ct
PPG1,8,240.0,0.238264107,239.68756373387532,219.5619647639256,299.0,274.0,0.0004394099321761046,,,,,,,,,,,,,,,,,221025_Ct
PPG1,9,270.0,0.2413408499999999,239.9595717442705,219.7484495083453,302.0,275.0,0.00046706797872054823,,,,,,,,,,,,,,,,,221025_Ct
PPG1,10,300.0,0.244652818,240.2209382007032,219.21512136148752,304.0,277.99771439813327,0.0004877053329735154,,,,,,,,,,,,,,,,,221025_Ct
PPG1,11,330.0,0.2481454388,240.16825254955276,219.28225050141023,307.0,278.0,0.0004985473060493684,,,,,,,,,,,,,,,,,221025_Ct
PPG1,12,360.0,0.2515251516,240.03236934612733,218.89278778450503,310.0,280.0,0.0004989782555034168,,,,,,,,,,,,,,,,,221025_Ct
PPG1,13,390.0,0.2559003366,239.63471892510356,219.00478831954385,313.0,282.0,0.00048314396591886324,,,,,,,,,,,,,,,,,221025_Ct
PPG1,14,420.0,0.2601061596,239.79772648277387,221.1630046508552,317.0,284.0,0.00045080526480613473,,,,,,,,,,,,,,,,,221025_Ct
PPG1,15,450.0,0.2635009268,239.22732339587876,223.0604250288701,317.0,286.0,0.0004077963602369949,,,,,,,,,,,,,,,,,221025_Ct
PPG1,16,480.0,0.2663292722,239.64440537834923,224.74839659658852,318.0,289.0,0.00035969946021303744,,,,,,,,,,,,,,,,,221025_Ct
PPG1,17,510.0,0.2698745834,239.79741906361247,225.1662486106643,319.0,292.0,0.0003056446141867866,,,,,,,,,,,,,,,,,221025_Ct
PPG1,18,540.0,0.2720311262,240.89092194202087,227.35468726806408,320.0,294.0,0.00025724640651020385,,,,,,,,,,,,,,,,,221025_Ct
PPG1,19,570.0,0.2738715265999999,241.5353090333664,229.4432511357824,319.0,298.0,0.00022158822762557775,,,,,,,,,,,,,,,,,221025_Ct
PPG1,20,600.0,0.275928334,243.3368644597101,229.8127761235949,320.0,301.0,0.00020118044995250965,,,,,,,,,,,,,,,,,221025_Ct
PPG1,21,630.0,0.27747141,244.35630402070703,231.67058443768605,320.0,305.0,0.00020185209266127972,,,,,,,,,,,,,,,,,221025_Ct
PPG1,22,660.0,0.2792365383999999,245.32111222722503,231.27334138928737,322.0,309.0,0.0002215353179351382,,,,,,,,,,,,,,,,,221025_Ct
PPG1,23,690.0,0.280726924,247.40785461216555,231.6316883535353,323.0,314.0,0.0002557065506165992,,,,,,,,,,,,,,,,,221025_Ct
PPG1,24,720.0,0.2825503882,248.0065697319068,232.00987709721664,324.0,317.6997525009019,0.0002985877944472732,,,,,,,,,,,,,,,,,221025_Ct
PPG1,25,750.0,0.2846768222,246.9995496814724,233.33770550684008,326.0,319.0,0.00034116274331907794,,,,,,,,,,,,,,,,,221025_Ct
PPG1,26,780.0,0.2881449795999999,248.05673095003115,233.67868953087364,329.0,321.0,0.0003727671219577165,,,,,,,,,,,,,,,,,221025_Ct
PPG1,27,810.0,0.2918276621999999,248.07942467101316,233.88725695995643,332.0,325.0,0.00038718169456522457,,,,,,,,,,,,,,,,,221025_Ct
PPG1,28,840.0,0.2953842641999999,248.74855901791693,233.91473280327148,334.0,326.0,0.000385923114486325,,,,,,,,,,,,,,,,,221025_Ct
PPG1,29,870.0,0.299093292,245.1773033420937,236.41394202629544,338.0,327.0,0.00036465360104128087,,,,,,,,,,,,,,,,,221025_Ct
PPG1,30,900.0,0.3024014964,246.67707429708267,235.91490256746988,340.0,328.71609878999766,0.000326017492820603,,,,,,,,,,,,,,,,,221025_Ct
PPG1,31,930.0,0.3049381627999999,247.7848233480836,235.6777100883656,342.0,331.0,0.00027482989217239627,,,,,,,,,,,,,,,,,221025_Ct
PPG1,32,960.0,0.3073882663999999,249.21798734917576,235.4962892302588,343.0,334.0,0.00021664172961394814,,,,,,,,,,,,,,,,,221025_Ct
PPG1,33,990.0,0.3096332538,250.47814852149773,236.3249623615708,345.0,338.0,0.00016283540536384864,,,,,,,,,,,,,,,,,221025_Ct
PPG1,34,1020.0,0.311635489,252.04458103886336,236.58373794871952,345.0,339.0,0.00012523149744276372,,,,,,,,,,,,,,,,,221025_Ct
PPG1,35,1050.0,0.3136245516,253.45126552559375,237.21774057619143,348.0,342.0,0.00011203363936570447,,,,,,,,,,,,,,,,,221025_Ct
PPG1,36,1080.0,0.3139576302,254.1724945849488,238.54675928263345,348.0,343.0,0.00013761051792157678,,,,,,,,,,,,,,,,,221025_Ct
PPG1,37,1110.0,0.3143001178,254.71700147615965,239.86705145457705,348.0,344.0,0.00020548755412689394,,,,,,,,,,,,,,,,,221025_Ct
PPG1,38,1140.0,0.315173273,254.79117069073152,241.8408405145435,349.0,345.0,0.0003074361735845961,,,,,,,,,,,,,,,,,221025_Ct
PPG1,39,1170.0,0.3176930032,255.6490328598292,242.9621462857658,352.0,347.0,0.00042232614908544906,,,,,,,,,,,,,,,,,221025_Ct
PPG1,40,1200.0,0.3215168208,256.57060558104183,243.69915996512043,355.0,348.0,0.0005305424439561569,,,,,,,,,,,,,,,,,221025_Ct
PPG1,41,1230.0,0.3279864492,257.40787277760705,245.3619177716897,360.0,348.0,0.0006122802413961,,,,,,,,,,,,,,,,,221025_Ct
PPG1,42,1260.0,0.3350469627999999,258.0205293501991,247.2059008059403,365.0,350.0,0.000656005282532827,,,,,,,,,,,,,,,,,221025_Ct
PPG1,43,1290.0,0.3421150036,258.64522099455814,248.7422488129027,371.0,352.0,0.0006606093102074948,,,,,,,,,,,,,,,,,221025_Ct
PPG1,44,1320.0,0.3489609919999999,259.4736918217493,250.2472222219488,376.0,353.0,0.0006341044733442165,,,,,,,,,,,,,,,,,221025_Ct
PPG1,45,1350.0,0.3559443518,260.187774279507,251.4589792092085,380.0,356.0,0.000586598661591306,,,,,,,,,,,,,,,,,221025_Ct
PPG1,46,1380.0,0.3615558794,260.8711485107399,253.14574118105128,384.0,355.0,0.0005377780834912605,,,,,,,,,,,,,,,,,221025_Ct
