Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,A0fit,fitR2,Expe
PPG1,0,0.0,0.2269149712,333.95970544753595,335.72941199591685,306.0,274.0,5.01874245897252e-05,340.5583114242217,10.0,0.02357099237655012,91.0,0.41767530366248373,130.0,,2.0,-0.0002096089088795053,ExpDel,340.5583114242217,10.0,1462.1608118662969,0.22705439741375677,0.999,220107_S3
PPG1,1,30.0,0.2268698079999999,333.6963091640449,340.07552756385155,306.0,275.0,-3.066318902606e-05,,,,,,,,,,,,,,,,220107_S3
PPG1,2,60.0,0.2266402284,334.0824303142668,342.8367031357718,306.0,274.0,-6.745083683125654e-05,,,,,,,,,,,,,,,,220107_S3
PPG1,3,90.0,0.2266910369999999,334.4677380879035,344.46145412151446,306.0,275.0,-6.555661695099749e-05,,,,,,,,,,,,,,,,220107_S3
PPG1,4,120.0,0.2259928891999999,334.62570099046906,345.9914286135273,305.0,274.0,-3.0304697967588683e-05,,,,,,,,,,,,,,,,220107_S3
PPG1,5,150.0,0.2260587522,335.00696260454106,346.44917410111054,306.0,275.0,3.280969726883123e-05,,,,,,,,,,,,,,,,220107_S3
PPG1,6,180.0,0.2260305252,335.01535273631816,347.4734179326224,306.0,275.0,0.00012319015139648724,,,,,,,,,,,,,,,,220107_S3
PPG1,7,210.0,0.2261566058,335.1577370957543,347.8038774693134,306.0,275.0,0.00023114940199916195,,,,,,,,,,,,,,,,220107_S3
PPG1,8,240.0,0.2279781882,335.8840885287024,348.69802486062093,307.0,276.6732230508966,0.00033874428394012676,,,,,,,,,,,,,,,,220107_S3
PPG1,9,270.0,0.229880688,336.3622994658939,349.98023206141784,309.0,277.0,0.0004332933710261876,,,,,,,,,,,,,,,,220107_S3
PPG1,10,300.0,0.2336179427999999,336.6754955842981,350.6168199457709,312.0,278.0,0.0005004412540286132,,,,,,,,,,,,,,,,220107_S3
PPG1,11,330.0,0.2376751036,336.8867880199758,351.43750598239194,315.0,280.0,0.0005389894108619877,,,,,,,,,,,,,,,,220107_S3
PPG1,12,360.0,0.2417228554,337.02030203327945,352.62685191395315,319.0,283.0,0.0005539715521015197,,,,,,,,,,,,,,,,220107_S3
PPG1,13,390.0,0.2460792224,337.16431640201426,353.4678524717244,321.0,285.0,0.0005547512810408187,,,,,,,,,,,,,,,,220107_S3
PPG1,14,420.0,0.250222946,336.9706134504805,354.44976918374925,325.0,287.0,0.0005537569487987612,,,,,,,,,,,,,,,,220107_S3
PPG1,15,450.0,0.2542725796,336.87675386246207,355.66974972841035,328.0,288.0,0.0005580700867800688,,,,,,,,,,,,,,,,220107_S3
PPG1,16,480.0,0.2571799606,336.2351128325617,357.2936118417469,332.0,289.0,0.0005815562136235091,,,,,,,,,,,,,,,,220107_S3
PPG1,17,510.0,0.2618618789999999,336.75739207819333,358.02934051100306,334.0,293.0,0.0006166574899905241,,,,,,,,,,,,,,,,220107_S3
PPG1,18,540.0,0.266905103,336.86649593553216,358.6813257689038,337.0,296.0,0.0006570069726571742,,,,,,,,,,,,,,,,220107_S3
PPG1,19,570.0,0.2725166306,337.0595383896259,358.9425863788804,341.0,299.0,0.0006959811797148871,,,,,,,,,,,,,,,,220107_S3
PPG1,20,600.0,0.2785703812,337.230433437362,359.5937722819907,344.0,303.0,0.0007263276669256995,,,,,,,,,,,,,,,,220107_S3
PPG1,21,630.0,0.2847746758,337.70248233321263,359.885636476961,347.0,305.0,0.0007468269921486754,,,,,,,,,,,,,,,,220107_S3
PPG1,22,660.0,0.2911784412,337.90809913447674,360.6587056472621,352.0,308.0,0.0007580766657297637,,,,,,,,,,,,,,,,220107_S3
PPG1,23,690.0,0.2973375726,338.29739906593954,360.9981416035032,355.0,313.888706240229,0.0007621920496598884,,,,,,,,,,,,,,,,220107_S3
PPG1,24,720.0,0.3044131405999999,338.12140782377014,361.667774004969,359.0,316.0,0.0007583335359084133,,,,,,,,,,,,,,,,220107_S3
PPG1,25,750.0,0.3118010873999999,338.396283653074,362.0944498141901,364.0,321.0,0.0007479354348116053,,,,,,,,,,,,,,,,220107_S3
PPG1,26,780.0,0.3189481637999999,338.4985611243495,362.8953391070062,368.0,325.0,0.0007364514205435938,,,,,,,,,,,,,,,,220107_S3
PPG1,27,810.0,0.3258035612,338.5364503798156,363.2596487231474,373.0,329.0,0.0007229517643606877,,,,,,,,,,,,,,,,220107_S3
PPG1,28,840.0,0.3328245569999999,338.6817518626904,363.7482965679772,377.0,331.0,0.0007101853483647191,,,,,,,,,,,,,,,,220107_S3
PPG1,29,870.0,0.3402708396,338.5911089133383,363.98011093949606,381.0,336.9489299474171,0.0006958754349492002,,,,,,,,,,,,,,,,220107_S3
PPG1,30,900.0,0.3472184451999999,338.7658327915675,364.0695799773137,385.0,338.0,0.0006830753631648538,,,,,,,,,,,,,,,,220107_S3
PPG1,31,930.0,0.3545424108,338.55506508919655,364.6147019590459,390.0,342.0,0.0006709278341634996,,,,,,,,,,,,,,,,220107_S3
PPG1,32,960.0,0.3615803428,338.67213394592113,364.4662901032735,394.0,345.0,0.0006617563208442525,,,,,,,,,,,,,,,,220107_S3
PPG1,33,990.0,0.368861027,338.70097474453314,364.601298687783,399.0,349.99313708498937,0.0006550064223771462,,,,,,,,,,,,,,,,220107_S3
PPG1,34,1020.0,0.3761755836,338.5323742120976,364.90457546062174,403.0,353.0,0.0006487769809545453,,,,,,,,,,,,,,,,220107_S3
PPG1,35,1050.0,0.3837912281999999,338.36649898473576,365.2393388559173,408.0,356.0,0.000643477391454073,,,,,,,,,,,,,,,,220107_S3
PPG1,36,1080.0,0.3912224564,338.3490289704646,365.72141395112914,412.0,358.0,0.0006397806047048512,,,,,,,,,,,,,,,,220107_S3
PPG1,37,1110.0,0.3988268102,338.48199151588165,365.684676007973,417.0,362.0,0.0006412238436625068,,,,,,,,,,,,,,,,220107_S3
PPG1,38,1140.0,0.4061470122,338.6984385114436,366.114089205613,421.0,365.0,0.0006461409417416205,,,,,,,,,,,,,,,,220107_S3
PPG1,39,1170.0,0.4142820336,338.51434275362817,366.7728800607771,427.0,369.0,0.0006511927470018652,,,,,,,,,,,,,,,,220107_S3
PPG1,40,1200.0,0.4224208186,338.53989502368955,366.9728381132551,431.0,373.0,0.0006574638979551832,,,,,,,,,,,,,,,,220107_S3
PPG1,41,1230.0,0.4309830086,338.691816797612,367.5298286424511,437.0,376.0,0.0006624225331687289,,,,,,,,,,,,,,,,220107_S3
PPG1,42,1260.0,0.4394567539999999,338.7960501659906,367.44384872990247,441.0,378.9701661197571,0.0006659362624638236,,,,,,,,,,,,,,,,220107_S3
PPG1,43,1290.0,0.4483463772,338.89070470000416,367.7440831061514,447.0,382.0,0.0006656594670712731,,,,,,,,,,,,,,,,220107_S3
PPG1,44,1320.0,0.4575464974,339.1816019890184,367.8550130997813,451.0,386.0,0.0006610327374232167,,,,,,,,,,,,,,,,220107_S3
PPG1,45,1350.0,0.466714627,339.6217611861464,367.9322570512297,456.0,390.0,0.0006534040637467572,,,,,,,,,,,,,,,,220107_S3
PPG1,46,1380.0,0.4764774054,339.6202313143581,368.12780545751,461.0,395.0,0.0006422611268690247,,,,,,,,,,,,,,,,220107_S3
PPG1,47,1410.0,0.4847196894,339.6526202686491,368.4143103011828,464.0,400.0,0.0006335088954016923,,,,,,,,,,,,,,,,220107_S3
PPG1,48,1440.0,0.4946499479999999,339.8973585222641,368.5042275834366,469.0,403.0,0.0006221581636900507,,,,,,,,,,,,,,,,220107_S3
PPG1,49,1470.0,0.5039610944,339.99824820037446,368.650377016626,473.0,408.0,0.0006090391547181756,,,,,,,,,,,,,,,,220107_S3
PPG1,50,1500.0,0.5129165806,340.2161234589852,368.859601104803,478.0,413.0,0.0005962546739839133,,,,,,,,,,,,,,,,220107_S3
PPG1,51,1530.0,0.5220903556,340.1677700757796,369.11587368796745,482.0,417.0,0.0005815411677886119,,,,,,,,,,,,,,,,220107_S3
PPG1,52,1560.0,0.5314937102,339.99637806661343,369.0032401134901,487.0,421.0,0.0005649397215529515,,,,,,,,,,,,,,,,220107_S3
PPG1,53,1590.0,0.5408330836,340.4420955313078,368.9878566096472,492.0,425.0,0.0005460336091351541,,,,,,,,,,,,,,,,220107_S3
PPG1,54,1620.0,0.5498186786,340.54499942265846,369.2719768153332,497.0,428.0,0.0005241819411297753,,,,,,,,,,,,,,,,220107_S3
PPG1,55,1650.0,0.558301833,340.1655543100308,369.2753317070527,501.0,431.6715765081749,0.0005023929359014308,,,,,,,,,,,,,,,,220107_S3
PPG1,56,1680.0,0.5668696684,340.1688805924256,369.32529526811896,506.0,435.0,0.0004789718354091688,,,,,,,,,,,,,,,,220107_S3
PPG1,57,1710.0,0.574739356,340.41019452543105,369.3709665096941,510.0,439.0,0.0004582131131094671,,,,,,,,,,,,,,,,220107_S3
PPG1,58,1740.0,0.5830305668,340.0621765068897,369.5964097926617,515.0,442.0,0.0004367119505590057,,,,,,,,,,,,,,,,220107_S3
PPG1,59,1770.0,0.590800519,340.15378776470163,369.5958453812445,519.0,445.6599442943502,0.0004176872202725707,,,,,,,,,,,,,,,,220107_S3
PPG1,60,1800.0,0.5980021675999999,339.6904258450494,369.49448068486055,523.0,447.465412567552,0.0004016680247796217,,,,,,,,,,,,,,,,220107_S3
PPG1,61,1830.0,0.6056121668,340.0639526887429,369.5015274056996,527.0,451.0,0.00038687415088235093,,,,,,,,,,,,,,,,220107_S3
PPG1,62,1860.0,0.6121871759999999,339.65738842747896,369.6008679998136,529.0,452.99153967444136,0.0003751144800023376,,,,,,,,,,,,,,,,220107_S3
PPG1,63,1890.0,0.6188995566,339.56328642340185,369.814461699735,535.0,455.0,0.0003647832786031964,,,,,,,,,,,,,,,,220107_S3
PPG1,64,1920.0,0.6262705672,339.5928711311201,370.1190061878363,540.0,459.0,0.00035456446472903556,,,,,,,,,,,,,,,,220107_S3
PPG1,65,1950.0,0.6324202896,339.56396683517085,369.7786745704788,544.0,460.0,0.0003451202780682996,,,,,,,,,,,,,,,,220107_S3
PPG1,66,1980.0,0.6397687186000001,339.58069368955137,369.92256305492975,549.0,462.0,0.00033420244526287694,,,,,,,,,,,,,,,,220107_S3
PPG1,67,2010.0,0.6457754242,339.35882801044374,370.0519861366573,552.0,465.0,0.0003230887896735279,,,,,,,,,,,,,,,,220107_S3
PPG1,68,2040.0,0.6521716623999999,339.1132451663338,369.8158994744567,556.0,466.0,0.00031112241617442727,,,,,,,,,,,,,,,,220107_S3
PPG1,69,2070.0,0.6580353511999999,339.1454400065485,369.85834554035193,559.0,468.0,0.00029803722653055394,,,,,,,,,,,,,,,,220107_S3
PPG1,70,2100.0,0.664218946,338.7806439254184,369.96390386883405,564.0,470.0,0.00028357345659559187,,,,,,,,,,,,,,,,220107_S3
PPG1,71,2130.0,0.6698718732,338.7584491670982,370.0286413637477,568.0,472.0,0.0002674760775396593,,,,,,,,,,,,,,,,220107_S3
