Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,A0fit,fitR2,Expe
PPG1,0,0.0,0.2941645025,449.7953023164805,404.0873711543183,382.0,406.0,-8.807767968750748e-05,265.62326033176316,8.0,0.03925070332003509,87.0,0.4702284896843587,140.0,520.197690969568,3.0,0.005087130288208015,ExpDel,265.62326033176316,8.0,1557.146005456333,0.2974627690326456,0.987,211222_Degas
PPG1,1,30.0,0.2944612112500001,451.5081590608894,403.5189279960897,383.0,405.99481376479946,3.898047854692453e-05,,,,,,,,,,,,,,,,211222_Degas
PPG1,2,60.0,0.29392785625,455.613354036539,402.96775630955005,380.0,404.0,0.0001336471909107879,,,,,,,,,,,,,,,,211222_Degas
PPG1,3,90.0,0.2950678425,456.55345553027706,403.0031679074045,383.0,406.0,0.00020044329219210622,,,,,,,,,,,,,,,,211222_Degas
PPG1,4,120.0,0.2963507775,458.5369175060579,404.293841666106,384.0,408.0,0.00024429018668571277,,,,,,,,,,,,,,,,211222_Degas
PPG1,5,150.0,0.299884855,459.1179321343144,404.7957462982456,384.0,410.0,0.0002703182239031867,,,,,,,,,,,,,,,,211222_Degas
PPG1,6,180.0,0.3015161525,459.3265644072249,404.6128386264056,386.0,412.0,0.00028395115046909335,,,,,,,,,,,,,,,,211222_Degas
PPG1,7,210.0,0.30487845125,461.2466116612691,405.75200828536754,387.0,415.7227480375044,0.00028912966659034125,,,,,,,,,,,,,,,,211222_Degas
PPG1,8,240.0,0.30721608375,462.2614712597457,406.15504868065074,388.0,416.0,0.00029378339774381476,,,,,,,,,,,,,,,,211222_Degas
PPG1,9,270.0,0.309811985,462.042832168509,405.848116767156,389.0,418.0,0.0003048429292092263,,,,,,,,,,,,,,,,211222_Degas
PPG1,10,300.0,0.3120006625,462.2268654706842,405.4001490618172,389.0,420.95612592494746,0.00041764120369672535,,,,,,,,,,,,,,,,211222_Degas
PPG1,11,330.0,0.31509628375,463.3252522731036,405.3969750527143,392.0,422.96438537101767,0.00021797569099298158,,,,,,,,,,,,,,,,211222_Degas
PPG1,12,360.0,0.3179949,463.5220082778804,405.02937849162095,393.0,424.0,0.00022498577308546237,,,,,,,,,,,,,,,,211222_Degas
PPG1,13,390.0,0.32329962,464.4318109785367,406.2158286795284,395.0,426.0,0.00035307307250516287,,,,,,,,,,,,,,,,211222_Degas
PPG1,14,420.0,0.32671237125,464.5381349443185,406.7446479332656,395.0,429.0,0.0005499736596598025,,,,,,,,,,,,,,,,211222_Degas
PPG1,15,450.0,0.3303257312500001,464.6109329421223,406.06600373154174,397.0,431.0,0.0007651829158557838,,,,,,,,,,,,,,,,211222_Degas
PPG1,16,480.0,0.33707195125,464.6235377723028,407.8134269981512,402.0,436.0,0.0009476436180239252,,,,,,,,,,,,,,,,211222_Degas
PPG1,17,510.0,0.34174121,464.9051565731388,407.8153118497147,402.0,441.0,0.0010766818778173413,,,,,,,,,,,,,,,,211222_Degas
PPG1,18,540.0,0.34788800625,465.0327286747547,407.85911442343865,407.0,443.0,0.0011382814872121613,,,,,,,,,,,,,,,,211222_Degas
PPG1,19,570.0,0.3538906525,469.0838634777005,396.4298473603942,406.0,444.0,0.0011257750092937959,,,,,,,,,,,,,,,,211222_Degas
PPG1,20,600.0,0.3610573100000001,470.28927097508097,394.8067518207375,412.0,448.0,0.0010342945514812882,,,,,,,,,,,,,,,,211222_Degas
PPG1,21,630.0,0.491364105,499.0927739384777,455.2850977623343,575.0,546.0,0.0005018515175082731,,,,,,,,,,,,,,,,211222_Degas
PPG1,22,660.0,0.3775744975,471.9759170214453,386.87497222313743,434.0,451.0,0.00044703005695110996,,,,,,,,,,,,,,,,211222_Degas
PPG1,23,690.0,0.38913412625,473.0261716645365,386.9006186132895,441.0,458.0,0.00046095621027408384,,,,,,,,,,,,,,,,211222_Degas
PPG1,24,720.0,0.40141570625,474.75282456139576,385.70380566424205,449.0,466.0,0.0005246201772730086,,,,,,,,,,,,,,,,211222_Degas
PPG1,25,750.0,0.413119485,476.0561859186524,384.9750558763175,456.0,470.0,0.0006140379546596466,,,,,,,,,,,,,,,,211222_Degas
PPG1,26,780.0,0.4267813012500001,477.653230537857,385.9971851152841,465.0,478.0,0.0006969235375442173,,,,,,,,,,,,,,,,211222_Degas
PPG1,27,810.0,0.4388959075,478.322815610979,386.3705111611336,471.0,485.6270827099597,0.0007597799021452253,,,,,,,,,,,,,,,,211222_Degas
PPG1,28,840.0,0.4490236462500001,479.992182721544,386.0196070112297,478.0,492.7725767800196,0.0007836281768499487,,,,,,,,,,,,,,,,211222_Degas
PPG1,29,870.0,0.4586732875,482.0439506853553,385.7892886398777,482.0,496.0,0.0007478278799400321,,,,,,,,,,,,,,,,211222_Degas
PPG1,30,900.0,0.4671469050000001,482.9881926170293,384.8978691168947,486.0,504.0,0.0006289286539970556,,,,,,,,,,,,,,,,211222_Degas
PPG1,31,930.0,0.47476403125,484.8995368762903,382.1798657561852,490.0,505.0,0.00039951059628519586,,,,,,,,,,,,,,,,211222_Degas
PPG1,32,960.0,0.48160154625,487.641179495761,382.6061405762952,493.0,511.0,0.00039746807033889155,,,,,,,,,,,,,,,,211222_Degas
PPG1,33,990.0,0.487154925,490.16791892189,383.75541758722136,498.0,515.7763071350219,0.00034805262206684916,,,,,,,,,,,,,,,,211222_Degas
PPG1,34,1020.0,0.49200677375,502.3178637300239,390.9836060514459,494.0,516.0,0.0003126569457135973,,,,,,,,,,,,,,,,211222_Degas
PPG1,35,1050.0,0.4966856425000001,505.250835241868,390.5084846567395,497.0,517.0,0.00029290430321105633,,,,,,,,,,,,,,,,211222_Degas
PPG1,36,1080.0,0.5009092375,516.0297620070487,394.9315677846977,491.0,521.0,0.00028968315575599024,,,,,,,,,,,,,,,,211222_Degas
PPG1,37,1110.0,0.5055893075000001,518.6067295130283,397.0082692119548,493.0,523.0,0.0003070981635488399,,,,,,,,,,,,,,,,211222_Degas
PPG1,38,1140.0,0.510478395,520.623782720741,398.5453651268711,497.0,523.0,0.00034451194899414686,,,,,,,,,,,,,,,,211222_Degas
PPG1,39,1170.0,0.5155560787500001,525.0624185080949,395.904455564134,501.0,523.0,0.00039587044939883747,,,,,,,,,,,,,,,,211222_Degas
PPG1,40,1200.0,0.5211022500000001,530.3234831750929,396.4065496045023,500.0,525.0,0.0004564518406263688,,,,,,,,,,,,,,,,211222_Degas
PPG1,41,1230.0,0.5270676575000001,536.4559180901109,396.5220850236556,503.0,528.0,0.0005206538797553941,,,,,,,,,,,,,,,,211222_Degas
PPG1,42,1260.0,0.5350992150000001,539.3557457636008,400.2264684176666,504.0,533.0,0.0005757818826476199,,,,,,,,,,,,,,,,211222_Degas
PPG1,43,1290.0,0.54577952875,539.6819029199868,401.6813338184684,507.0,537.8832976464994,0.0006142136311592046,,,,,,,,,,,,,,,,211222_Degas
PPG1,44,1320.0,0.5575770050000001,543.6501363798168,400.9964057477239,512.0,544.9563838481749,0.0006305145440349768,,,,,,,,,,,,,,,,211222_Degas
PPG1,45,1350.0,0.5687234037500001,550.1217106131497,402.8018163928842,513.0,550.0,0.000630465337619565,,,,,,,,,,,,,,,,211222_Degas
PPG1,46,1380.0,0.57914785125,558.3085580768592,404.9887424275222,514.0,557.0,0.0006204790556582863,,,,,,,,,,,,,,,,211222_Degas
PPG1,47,1410.0,0.5887446375000001,560.0711237511623,404.2760675895415,519.0,562.6681273681684,0.0006089546964280448,,,,,,,,,,,,,,,,211222_Degas
PPG1,48,1440.0,0.5992087262500001,560.3251475326985,404.8202049588143,522.0,568.0,0.0005967319934222446,,,,,,,,,,,,,,,,211222_Degas
